# massnumber, rigidity, px, py, pz, Nparticles, label
1.000000000000000000e+00 1.148153621496879309e+19 -5.644385052317786311e-01 4.340798493447550199e-01 -7.021280924479167407e-01 1.035452877972206642e-02 2.000000000000000000e+00
1.000000000000000000e+00 8.709635899560832205e+19 -8.404641487628037311e-01 4.693285844693155795e-01 -2.708333333333333148e-01 3.815287686405582980e-31 2.000000000000000000e+00
1.000000000000000000e+00 1.047128548050898534e+19 -7.537806329789037418e-01 6.342505354518220839e-01 -1.718750000000000000e-01 1.775004358320269801e-02 2.000000000000000000e+00
1.400000000000000000e+01 1.967306216670124544e+18 8.686578588999279704e-01 -4.920885988335318983e-01 -5.729166666666666435e-02 5.906582744770318139e-02 2.000000000000000000e+00
1.000000000000000000e+00 7.943282347242789274e+19 -8.250218057589828735e-01 4.808370351763548434e-01 -2.968750000000000000e-01 4.969247847446468980e-24 2.000000000000000000e+00
1.000000000000000000e+00 4.168693834703363277e+19 -7.808625907791758580e-01 4.745677526145590797e-01 -4.062500000000000000e-01 2.472130640794901316e-09 2.000000000000000000e+00
1.000000000000000000e+00 7.585775750291819725e+19 -8.255494867174502094e-01 5.157040661750140753e-01 -2.291666666666666574e-01 1.379870376027185843e-30 2.000000000000000000e+00
1.000000000000000000e+00 3.467368504525309133e+19 -7.727018171693750270e-01 4.696080579930829169e-01 -4.270833333333333148e-01 8.181004625993037442e-08 2.000000000000000000e+00
1.000000000000000000e+00 1.202264434617418056e+20 1.292488645228104527e-01 -2.667571329515314726e-01 9.550577799479166297e-01 2.993050696020249558e-25 1.000000000000000000e+00
1.000000000000000000e+00 5.495408738576225894e+19 -8.231618398126604452e-01 4.596666992127283469e-01 -3.333333333333333148e-01 1.926830575337961116e-15 2.000000000000000000e+00
1.000000000000000000e+00 1.513561248436207206e+19 -8.419776954271840363e-01 4.976653319504488193e-01 -2.083333333333333148e-01 1.701450874973759863e-03 2.000000000000000000e+00
1.000000000000000000e+00 6.918309709189361664e+19 -8.421610342206509170e-01 4.501444510547738531e-01 -2.968750000000000000e-01 9.728217561971311123e-16 2.000000000000000000e+00
1.400000000000000000e+01 1.185419219598254592e+18 -1.339478558480365344e-01 8.011118487052454329e-01 -5.833333333333332593e-01 5.247874576510751232e-02 2.000000000000000000e+00
4.000000000000000000e+00 6.885571758345436160e+18 3.508984307400472846e-01 -3.303143513674555720e-01 8.762207031250000000e-01 2.178777124388195374e-02 1.000000000000000000e+00
1.000000000000000000e+00 1.659586907437556326e+19 -3.270512939224977655e-01 6.379589973813372394e-02 -9.428507486979166297e-01 9.892094263821990877e-04 0.000000000000000000e+00
1.000000000000000000e+00 5.754399373371590246e+19 -8.642533059225050440e-01 3.767693088494734610e-01 -3.333333333333333148e-01 5.324946931688354992e-19 4.000000000000000000e+00
1.000000000000000000e+00 6.606934480075965235e+19 1.018043339719010010e-01 -2.652093571686356399e-01 9.588012695312500000e-01 2.402052957254229418e-18 1.000000000000000000e+00
1.400000000000000000e+01 1.132066566043650688e+18 -4.502614781393824983e-01 -6.477282823010180879e-01 6.145833333333332593e-01 5.150116115897519775e-02 1.000000000000000000e+00
1.000000000000000000e+00 4.570881896148751974e+19 -7.676957859388188199e-01 4.730402680346937894e-01 -4.322916666666666297e-01 4.644203035118374985e-14 2.000000000000000000e+00
1.000000000000000000e+00 6.918309709189361664e+19 -8.147480598080611980e-01 4.815707896331429261e-01 -3.229166666666666297e-01 9.271622262555063113e-20 2.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000164e+20 -8.458530562217081439e-01 4.322919815129536159e-01 -3.125000000000000000e-01 4.843771947888850519e-33 2.000000000000000000e+00
1.200000000000000000e+01 1.823134686624626688e+18 -2.191115984132207817e-01 5.164669686748599720e-01 -8.277994791666667407e-01 5.813658066364463944e-02 4.000000000000000000e+00
4.000000000000000000e+00 2.870384053742198272e+18 -3.391085019823360247e-02 4.864922735726973091e-01 -8.730265299479167407e-01 8.192331567660093850e-02 2.000000000000000000e+00
1.000000000000000000e+00 9.120108393559115366e+19 -8.353633347386002495e-01 4.868642578497907047e-01 -2.552083333333333148e-01 1.339015888237383468e-30 2.000000000000000000e+00
1.000000000000000000e+00 1.318256738556410266e+19 -6.761884218080945752e-01 5.210584008549976609e-01 -5.208333333333332593e-01 8.842535397851001818e-04 2.000000000000000000e+00
1.000000000000000000e+00 2.187761623949552026e+19 -8.011011665726216480e-01 3.849252868694653107e-01 -4.583333333333333148e-01 5.564404259733678177e-05 4.000000000000000000e+00
1.400000000000000000e+01 1.636334037691264512e+18 -3.507597250922062648e-01 8.045911513363762646e-01 -4.791666666666666297e-01 5.650924595237381831e-02 2.000000000000000000e+00
1.000000000000000000e+00 7.244359600749890765e+19 -8.275658711425919467e-01 4.554873360424007145e-01 -3.281250000000000000e-01 1.244214811591604648e-19 2.000000000000000000e+00
1.000000000000000000e+00 6.309573444801943962e+19 -8.261439351820192289e-01 4.158459109163591960e-01 -3.802083333333333148e-01 1.358295696974812226e-28 4.000000000000000000e+00
1.000000000000000000e+00 1.737800828749369139e+19 -3.061626068943368861e-01 7.350313873992581071e-02 -9.491373697916666297e-01 7.981325025476811033e-04 0.000000000000000000e+00
1.000000000000000000e+00 3.981071705534985830e+19 -7.752747612072473649e-01 5.043715573849644196e-01 -3.802083333333333148e-01 8.462375648665738738e-12 2.000000000000000000e+00
1.400000000000000000e+01 2.258769757263128064e+18 5.269936496272370485e-01 -2.408068349974278044e-02 -8.495279947916667407e-01 5.570433700910243369e-02 0.000000000000000000e+00
1.000000000000000000e+00 8.709635899560832205e+19 -8.502395024701835391e-01 4.544624822955738996e-01 -2.656250000000000000e-01 3.529056769275190691e-20 2.000000000000000000e+00
1.400000000000000000e+01 5.941169793590530560e+17 -4.381993707061955234e-01 -3.503274665282319900e-01 -8.277994791666667407e-01 4.460868143922553514e-02 2.000000000000000000e+00
1.000000000000000000e+00 9.120108393559115366e+19 -8.142094878408144831e-01 4.678662708616624366e-01 -3.437500000000000000e-01 1.846782942779877563e-22 2.000000000000000000e+00
1.000000000000000000e+00 7.943282347242789274e+19 -8.458518181040557415e-01 4.791691363026873707e-01 -2.343750000000000000e-01 1.339015888237383468e-30 2.000000000000000000e+00
1.000000000000000000e+00 5.011872336272715776e+19 -7.962279616557943474e-01 4.575336111147257911e-01 -3.958333333333333148e-01 5.867039174820524847e-11 2.000000000000000000e+00
1.400000000000000000e+01 8.992324369958366720e+17 -1.635016997662895322e-01 -6.041096270221659736e-01 -7.799479166666667407e-01 4.914504030509327104e-02 1.000000000000000000e+00
1.000000000000000000e+00 1.659586907437556326e+19 -6.251989073251358331e-01 5.003751005096196414e-01 -5.989583333333332593e-01 8.049458103902150559e-04 3.000000000000000000e+00
1.000000000000000000e+00 1.096478196143182848e+19 -9.681643521719683898e-01 2.299239775389282370e-01 -9.895833333333332871e-02 6.078824367816698139e-03 2.000000000000000000e+00
1.000000000000000000e+00 6.606934480075965235e+19 -5.407892366447378807e-01 6.231353339653957629e-02 -8.388468424479167407e-01 9.721150693646272922e-24 0.000000000000000000e+00
1.000000000000000000e+00 4.786300923226380698e+19 -7.684342760815296991e-01 4.670144680232674039e-01 -4.375000000000000000e-01 1.846782942779877563e-22 2.000000000000000000e+00
1.000000000000000000e+00 1.202264434617418056e+20 -8.192091189230555903e-01 4.774493003491223631e-01 -3.177083333333333148e-01 7.995295016858977328e-30 2.000000000000000000e+00
1.000000000000000000e+00 1.148153621496879309e+19 -5.485194111746185541e-01 4.835849111636524866e-01 -6.821085611979167407e-01 9.299383722376699732e-03 2.000000000000000000e+00
4.000000000000000000e+00 2.079409427756685568e+18 5.350818234880129476e-02 4.437912991431500753e-01 -8.945312500000000000e-01 1.733181432664540056e-01 2.000000000000000000e+00
1.000000000000000000e+00 1.318256738556410266e+19 -7.055782715735537947e-01 4.170441172571940358e-01 -5.729166666666666297e-01 4.517298761910003291e-03 2.000000000000000000e+00
1.000000000000000000e+00 7.943282347242789274e+19 -5.662714720148093184e-01 8.097857807772068650e-02 -8.202311197916667407e-01 1.602239940546184207e-20 0.000000000000000000e+00
1.000000000000000000e+00 6.025595860743593165e+19 -8.161384049714355271e-01 4.756596349341418728e-01 -3.281250000000000000e-01 1.362785587175131896e-32 2.000000000000000000e+00
1.000000000000000000e+00 8.317637711026742272e+18 -4.827943027948876087e-01 4.893766558384990417e-01 -7.262369791666667407e-01 4.502297952148365257e-02 2.000000000000000000e+00
4.000000000000000000e+00 3.613599426864819712e+18 -7.807266390738935025e-01 6.248510128856886725e-01 -5.208333333333333044e-03 5.845571823270288847e-02 2.000000000000000000e+00
1.000000000000000000e+00 3.981071705534985830e+19 -7.502922515272233417e-01 5.215577387003376142e-01 -4.062500000000000000e-01 8.719799225865931702e-12 2.000000000000000000e+00
1.000000000000000000e+00 6.918309709189361664e+19 -8.265391643583839265e-01 4.749512285529606803e-01 -3.020833333333333148e-01 4.038007117463815434e-27 2.000000000000000000e+00
1.000000000000000000e+00 4.570881896148751974e+19 -8.231618398126604452e-01 4.596666992127283469e-01 -3.333333333333333148e-01 3.189145931386837298e-15 2.000000000000000000e+00
1.000000000000000000e+00 2.884031503126611558e+19 -4.529006412286132877e-01 7.271823526882387201e-02 -8.885904947916666297e-01 4.078045267331379355e-06 0.000000000000000000e+00
4.000000000000000000e+00 3.005661086543544832e+18 1.464774153213210285e-02 4.350042613706982531e-01 -9.003092447916666297e-01 1.149076941983656064e-01 2.000000000000000000e+00
1.000000000000000000e+00 3.311311214825907814e+19 -8.073681154780861791e-01 4.639350376560484879e-01 -3.645833333333333148e-01 1.464706146933799178e-07 2.000000000000000000e+00
4.000000000000000000e+00 4.344502071873422848e+18 -7.305561665337173549e-01 5.773791480432204359e-01 -3.645833333333333148e-01 6.489893395675619403e-02 2.000000000000000000e+00
1.400000000000000000e+01 7.479489628934990080e+17 3.746099984467604060e-01 1.392464408376044571e-01 -9.166666666666666297e-01 4.708439736217437388e-02 2.000000000000000000e+00
1.400000000000000000e+01 1.081115177454433664e+18 8.007801913949643691e-01 0.000000000000000000e+00 -5.989583333333332593e-01 5.119024004748951723e-02 2.000000000000000000e+00
4.000000000000000000e+00 2.870384053742198272e+18 -9.976689352350617268e-01 -6.744026039758339863e-02 1.041666666666666609e-02 8.505121590210341920e-02 2.000000000000000000e+00
1.400000000000000000e+01 1.794204593935408640e+18 5.135097674329817119e-01 5.300137213037345307e-02 -8.564453125000000000e-01 5.826093179717639625e-02 2.000000000000000000e+00
1.000000000000000000e+00 8.709635899560832205e+19 -8.469450024944563671e-01 4.263162883121178748e-01 -3.177083333333333148e-01 7.550933859085188605e-24 2.000000000000000000e+00
1.000000000000000000e+00 4.365158322401665024e+19 -8.464217299998303412e-01 4.067016012804650638e-01 -3.437500000000000000e-01 2.999814944041522191e-14 4.000000000000000000e+00
1.000000000000000000e+00 6.606934480075965235e+19 -8.535847412227572928e-01 3.721183717679550917e-01 -3.645833333333333148e-01 1.116048594242895632e-19 4.000000000000000000e+00
1.000000000000000000e+00 8.709635899560832205e+19 -7.994080187455437914e-01 5.131184751744224393e-01 -3.125000000000000000e-01 3.931506913062692868e-28 2.000000000000000000e+00
1.000000000000000000e+00 1.905460717963252122e+19 -7.127667167520991276e-01 4.391939683846227127e-01 -5.468750000000000000e-01 6.401969051811357968e-05 2.000000000000000000e+00
1.000000000000000000e+00 3.162277660168379187e+19 -8.004146818322726009e-01 4.152833394658367316e-01 -4.322916666666666297e-01 2.765443702622063380e-07 2.000000000000000000e+00
1.400000000000000000e+01 1.185419219598254592e+18 5.553332851375236690e-01 4.971523890860038430e-01 6.666666666666666297e-01 5.244324363773534420e-02 2.000000000000000000e+00
1.000000000000000000e+00 1.148153621496879309e+19 5.700259186139514656e-01 -4.267160577055550408e-01 7.021280924479167407e-01 1.208633826714096068e-02 1.000000000000000000e+00
4.000000000000000000e+00 3.005661086543544832e+18 -1.111680268184025155e-01 4.085859858829065661e-01 -9.059244791666666297e-01 1.127503716444700488e-01 2.000000000000000000e+00
1.000000000000000000e+00 9.120108393559115366e+19 -7.976675217656746808e-01 5.189396461221952306e-01 -3.072916666666666297e-01 6.075025091224433893e-33 2.000000000000000000e+00
1.000000000000000000e+00 5.011872336272715776e+19 -7.980450109895105282e-01 4.716981666646078986e-01 -3.750000000000000000e-01 1.926830575337961116e-15 2.000000000000000000e+00
1.000000000000000000e+00 6.309573444801943962e+19 -7.710655131181373134e-01 5.359980522164828898e-01 -3.437500000000000000e-01 1.238795952015757631e-26 3.000000000000000000e+00
1.000000000000000000e+00 7.585775750291819725e+19 -8.469450024944563671e-01 4.263162883121178748e-01 -3.177083333333333148e-01 7.544310522978917042e-24 2.000000000000000000e+00
1.000000000000000000e+00 2.630267991895370547e+19 2.234705584753025609e-01 -2.790944390692219890e-01 9.338989257812500000e-01 3.739317075273877522e-08 1.000000000000000000e+00
1.400000000000000000e+01 8.201097296406280960e+17 9.117577987577930587e-01 -3.776624458449185928e-01 1.614583333333333148e-01 4.783398600642478626e-02 2.000000000000000000e+00
1.000000000000000000e+00 7.943282347242789274e+19 -8.177527936629200855e-01 4.833467890205642159e-01 -3.125000000000000000e-01 1.045838237544225715e-17 2.000000000000000000e+00
1.000000000000000000e+00 3.801893963205627904e+19 -7.808625907791758580e-01 4.745677526145590797e-01 -4.062500000000000000e-01 1.449230966105033968e-10 2.000000000000000000e+00
2.300000000000000000e+01 1.987339954847283456e+18 2.596871376095544193e-01 2.457547293233309227e-01 -9.338989257812500000e-01 6.625689787642376205e-02 2.000000000000000000e+00
1.000000000000000000e+00 4.168693834703363277e+19 1.473334466362440365e-01 -2.782644583256045356e-01 9.491373697916666297e-01 7.071577089406233791e-09 1.000000000000000000e+00
1.000000000000000000e+00 4.365158322401665024e+19 1.467776476006416309e-01 -2.575285598254661856e-01 9.550577799479166297e-01 1.078545739371950308e-10 1.000000000000000000e+00
1.000000000000000000e+00 9.120108393559115366e+19 -8.484294091188889775e-01 3.886092473387283142e-01 -3.593750000000000000e-01 2.562941716530443801e-27 4.000000000000000000e+00
1.000000000000000000e+00 2.630267991895370547e+19 2.316089339693275795e-01 -2.802760695256935053e-01 9.315592447916666297e-01 3.739317075273877522e-08 1.000000000000000000e+00
4.000000000000000000e+00 2.617821370127246336e+18 1.600802188029449569e-01 -1.249278289128976510e-01 -9.791666666666666297e-01 9.587101268995637526e-02 0.000000000000000000e+00
1.000000000000000000e+00 9.549925860214369485e+19 1.018551069646409235e-01 -2.717949298477325693e-01 9.569498697916666297e-01 2.763652347398603819e-32 1.000000000000000000e+00
4.000000000000000000e+00 2.870384053742198272e+18 -5.720538910486223649e-01 6.970496830690667833e-01 -4.322916666666666297e-01 4.180303815796049954e-02 2.000000000000000000e+00
1.000000000000000000e+00 1.096478196143182848e+19 -4.257892931143843485e-01 4.658320539845752228e-01 -7.756958007812500000e-01 1.337080449427648955e-02 2.000000000000000000e+00
1.000000000000000000e+00 2.398832919019484774e+19 -6.967484272703025061e-01 3.947031087119984849e-01 -5.989583333333332593e-01 1.691825194933641729e-05 4.000000000000000000e+00
1.000000000000000000e+00 7.244359600749890765e+19 1.557884796410385908e-01 -2.665346444439655738e-01 9.511515299479166297e-01 2.208763490409660479e-26 1.000000000000000000e+00
1.000000000000000000e+00 6.606934480075965235e+19 -7.839873332888650515e-01 5.169137246607157232e-01 -3.437500000000000000e-01 4.518205966891414516e-19 2.000000000000000000e+00
1.000000000000000000e+00 7.943282347242789274e+19 -8.479670096257676537e-01 4.203293672528986002e-01 -3.229166666666666297e-01 1.501691888259689542e-23 2.000000000000000000e+00
1.000000000000000000e+01 3.467368504525308928e+18 -3.529517144199443290e-01 3.529517144199443845e-01 -8.665161132812500000e-01 2.957248748094691917e-02 2.000000000000000000e+00
1.400000000000000000e+01 1.794204593935408640e+18 3.506094423210470712e-01 2.462681027493198588e-02 -9.361979166666666297e-01 5.792134876429247403e-02 4.000000000000000000e+00
1.000000000000000000e+00 1.202264434617418056e+20 8.298727282811076134e-02 -2.521952805458526070e-01 9.641113281250000000e-01 8.714068257102735893e-33 1.000000000000000000e+00
1.000000000000000000e+00 1.995262314968882790e+19 -6.730601547314901678e-01 4.740224429040373333e-01 -5.677083333333332593e-01 1.283975226276166774e-04 2.000000000000000000e+00
1.000000000000000000e+00 3.630780547701002650e+19 -7.546318746007698586e-01 5.384289496642319373e-01 -3.750000000000000000e-01 4.383389412068089997e-08 2.000000000000000000e+00
1.400000000000000000e+01 9.859887604306332160e+17 5.046628468615089735e-01 -6.549115673109134894e-01 -5.625000000000000000e-01 5.020257730020374898e-02 1.000000000000000000e+00
1.200000000000000000e+01 2.403359585938843136e+18 4.084833798488945455e-01 -1.665584324312525122e-01 -8.974405924479166297e-01 5.231146388218458482e-02 0.000000000000000000e+00
1.100000000000000000e+01 2.745410654910926336e+18 -9.627166475097798104e-01 2.664195769505880995e-01 -4.687500000000000000e-02 4.311323084108835413e-02 4.000000000000000000e+00
1.000000000000000000e+00 6.025595860743593165e+19 -8.642533059225050440e-01 3.767693088494734610e-01 -3.333333333333333148e-01 1.064989386337670998e-18 4.000000000000000000e+00
1.400000000000000000e+01 1.794204593935408640e+18 5.464035276898935312e-01 -6.225481830551317375e-02 -8.352050781250000000e-01 5.778441019696495262e-02 0.000000000000000000e+00
1.400000000000000000e+01 6.821375614438833920e+17 4.882185813711202305e-01 8.376870876016452305e-01 -2.447916666666666574e-01 9.194352734339042432e-02 0.000000000000000000e+00
1.300000000000000000e+01 2.023283070688746496e+18 2.094467372216465839e-01 3.333325727586339271e-01 -9.192504882812500000e-01 5.831483368437472004e-02 2.000000000000000000e+00
1.000000000000000000e+00 4.786300923226380698e+19 -8.362275930398544999e-01 4.469729606691291712e-01 -3.177083333333333148e-01 1.012388627768912147e-19 2.000000000000000000e+00
1.000000000000000000e+00 5.495408738576225894e+19 -7.808625907791758580e-01 4.745677526145590797e-01 -4.062500000000000000e-01 5.244053328538008234e-32 2.000000000000000000e+00
1.000000000000000000e+00 8.709635899560833024e+18 -4.514720778382013133e-01 4.179816393765263816e-01 -7.883300781250000000e-01 4.186840183726268233e-02 4.000000000000000000e+00
1.000000000000000000e+00 5.495408738576225894e+19 1.469807448484828083e-01 -2.644794793907179753e-01 9.531250000000000000e-01 4.442990048919608681e-12 1.000000000000000000e+00
1.000000000000000000e+00 6.918309709189361664e+19 -8.458518181040557415e-01 4.791691363026873707e-01 -2.343750000000000000e-01 4.017047664712150404e-30 2.000000000000000000e+00
1.000000000000000000e+00 1.096478196143182807e+20 -5.686611428108954147e-01 6.201140848517241316e-02 -8.202311197916667407e-01 8.361254008677878510e-34 0.000000000000000000e+00
1.000000000000000000e+00 3.801893963205627904e+19 -7.548932540238407762e-01 4.977308523872978063e-01 -4.270833333333333148e-01 1.858810735814309787e-08 2.000000000000000000e+00
1.400000000000000000e+01 1.967306216670124544e+18 -3.768793582634791250e-02 8.769144342800525571e-01 -4.791666666666666297e-01 5.918155445344946974e-02 2.000000000000000000e+00
1.000000000000000000e+00 6.025595860743593165e+19 -8.427450713466203558e-01 4.307035768482409543e-01 -3.229166666666666297e-01 2.224383001141678079e-25 2.000000000000000000e+00
1.000000000000000000e+00 6.025595860743593165e+19 -8.050675411542743687e-01 4.758489533476281119e-01 -3.541666666666666297e-01 4.421109383620505088e-23 2.000000000000000000e+00
1.000000000000000000e+00 6.309573444801943962e+19 1.465548657656762233e-01 -2.505366600442276992e-01 9.569498697916666297e-01 2.121802812483500183e-22 1.000000000000000000e+00
1.000000000000000000e+00 9.549925860214369485e+19 -7.839873332888650515e-01 5.169137246607157232e-01 -3.437500000000000000e-01 1.652999878180652923e-22 2.000000000000000000e+00
1.400000000000000000e+01 1.794204593935408640e+18 1.041216338720547113e-01 -9.945645707342554154e-01 0.000000000000000000e+00 5.732219312646769094e-02 1.000000000000000000e+00
1.000000000000000000e+00 9.120108393559115366e+19 -8.624806350229247132e-01 4.275236364997941352e-01 -2.708333333333333148e-01 7.930203601417972636e-26 2.000000000000000000e+00
1.000000000000000000e+00 1.202264434617418056e+20 -5.915029429972835651e-01 5.228059314267840402e-02 -8.046061197916667407e-01 1.257257265427729972e-25 0.000000000000000000e+00
1.000000000000000000e+00 6.918309709189361664e+19 -8.392498391699811933e-01 4.485883848812660668e-01 -3.072916666666666297e-01 1.061826811015778557e-30 2.000000000000000000e+00
1.000000000000000000e+00 8.709635899560833024e+18 -5.406434304613478847e-01 3.823758758302943650e-01 -7.493286132812500000e-01 3.729511565665216688e-02 4.000000000000000000e+00
1.000000000000000000e+00 3.311311214825907814e+19 1.557884796410385908e-01 -2.665346444439655738e-01 9.511515299479166297e-01 3.488270678356418717e-07 1.000000000000000000e+00
1.000000000000000000e+01 1.445439770745927936e+18 -3.512860064493866230e-01 5.552893005960211070e-01 -7.538248697916667407e-01 5.501994126197702617e-02 2.000000000000000000e+00
1.000000000000000000e+00 1.148153621496879309e+19 -5.163972382813150075e-01 4.902550704387263480e-01 -7.021280924479167407e-01 1.026236275558194133e-02 2.000000000000000000e+00
1.000000000000000000e+00 1.258925411794171331e+20 -5.909053106446793269e-01 9.936561188376341613e-02 -8.005981445312500000e-01 1.243960005984630179e-32 0.000000000000000000e+00
4.000000000000000000e+00 4.344502071873422848e+18 -5.205312941148593220e-02 -8.015479023765360866e-02 -9.954223632812500000e-01 6.910826671553491063e-02 0.000000000000000000e+00
1.000000000000000000e+00 5.011872336272715776e+19 -7.666732526096504685e-01 5.054978693873610762e-01 -3.958333333333333148e-01 6.129915544073880235e-13 2.000000000000000000e+00
1.000000000000000000e+00 1.318256738556410266e+19 -6.241385806529735625e-01 4.688560889446692359e-01 -6.250000000000000000e-01 4.622057573818796894e-03 2.000000000000000000e+00
1.000000000000000000e+00 5.495408738576225894e+19 -8.000605478760836053e-01 4.597359163560927331e-01 -3.854166666666666297e-01 5.406403862148097897e-18 2.000000000000000000e+00
4.000000000000000000e+00 2.500000000000000000e+18 1.814032442686125957e-01 2.648160949926599561e-01 -9.470825195312500000e-01 4.678339702440983960e-02 2.000000000000000000e+00
1.000000000000000000e+00 1.819700858609990246e+19 -3.411457912593250930e-01 5.403218521767932936e-02 -9.384562174479166297e-01 1.489579602027081388e-03 0.000000000000000000e+00
2.000000000000000000e+00 1.199416459509742469e+20 -5.937604803910617735e-01 8.056738110982172851e-02 -8.005981445312500000e-01 1.903988731069114021e-26 0.000000000000000000e+00
1.000000000000000000e+00 6.606934480075965235e+19 -5.350466124774779786e-01 1.003050217662878746e-01 -8.388468424479167407e-01 3.753008849339431730e-14 0.000000000000000000e+00
1.400000000000000000e+01 7.479489628934990080e+17 5.928747138545308326e-01 -3.329512975956364779e-02 -8.046061197916667407e-01 4.672160771167416238e-02 1.000000000000000000e+00
1.100000000000000000e+01 2.745410654910926336e+18 9.369115780081197498e-01 -1.566539019441746394e-01 3.125000000000000000e-01 4.415866909339197927e-02 1.000000000000000000e+00
1.000000000000000000e+00 1.202264434617418056e+20 9.245086349317792329e-02 -2.620638535183084095e-01 9.606119791666666297e-01 2.018205923981415677e-32 1.000000000000000000e+00
1.000000000000000000e+00 5.495408738576225894e+19 -7.887287114395822307e-01 5.131243121129730467e-01 -3.385416666666666297e-01 4.082786369711128879e-12 2.000000000000000000e+00
2.500000000000000000e+01 1.264911064067351552e+18 7.901061240195147439e-01 6.011507875600611284e-01 -1.197916666666666574e-01 6.249342252427764199e-02 2.000000000000000000e+00
1.000000000000000000e+00 6.025595860743593165e+19 -8.441954154583640735e-01 3.929543148695985866e-01 -3.645833333333333148e-01 7.721740362044819554e-24 4.000000000000000000e+00
1.000000000000000000e+00 4.786300923226380698e+19 -8.412700374872825737e-01 3.791025152669151299e-01 -3.854166666666666297e-01 6.606707989916497745e-24 4.000000000000000000e+00
1.000000000000000000e+00 3.311311214825907814e+19 -8.119592918780726976e-01 4.599692573508133431e-01 -3.593750000000000000e-01 1.844929019024926359e-07 2.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000164e+20 -8.162277372074826509e-01 4.892280783135560807e-01 -3.072916666666666297e-01 8.514229782659639514e-23 2.000000000000000000e+00
1.000000000000000000e+00 8.709635899560833024e+18 -4.851047258679676011e-01 4.118383476159203638e-01 -7.714029947916667407e-01 4.186840183726268233e-02 4.000000000000000000e+00
1.000000000000000000e+00 1.096478196143182807e+20 -8.713329250279020499e-01 4.252716469421352619e-01 -2.447916666666666574e-01 3.604968055085494005e-30 4.000000000000000000e+00
1.000000000000000000e+00 2.398832919019484774e+19 -7.507240675318439527e-01 4.949819435377855736e-01 -4.375000000000000000e-01 9.473935927786569227e-07 2.000000000000000000e+00
1.000000000000000000e+00 3.630780547701002650e+19 -4.588076663154538326e-01 7.266799544597982163e-02 -8.855590820312500000e-01 6.908655608345072416e-08 0.000000000000000000e+00
1.000000000000000000e+00 8.709635899560832205e+19 -8.582463998631478796e-01 4.452884724750550971e-01 -2.552083333333333148e-01 6.480124917991854622e-29 2.000000000000000000e+00
1.000000000000000000e+00 8.317637711026674074e+19 -8.500175272727457099e-01 4.815289813981599165e-01 -2.135416666666666574e-01 8.452792598383353478e-28 2.000000000000000000e+00
1.000000000000000000e+00 9.120108393559115366e+19 -8.231618398126604452e-01 4.596666992127283469e-01 -3.333333333333333148e-01 6.297144570049549154e-21 2.000000000000000000e+00
1.000000000000000000e+00 1.995262314968882790e+19 -3.039382439423623516e-01 5.415081667870277893e-02 -9.511515299479166297e-01 4.938658069620270553e-04 0.000000000000000000e+00
1.000000000000000000e+00 3.630780547701002650e+19 -7.668808208807077476e-01 4.790549373028324953e-01 -4.270833333333333148e-01 2.991069168094902956e-08 2.000000000000000000e+00
1.000000000000000000e+00 9.120108393559115366e+19 -8.547466272761226058e-01 3.978656708601308600e-01 -3.333333333333333148e-01 1.458882221989072887e-23 4.000000000000000000e+00
1.000000000000000000e+00 1.318256738556410102e+20 -5.796671859986683994e-01 6.188459805464728569e-02 -8.125000000000000000e-01 8.361254008677878510e-34 0.000000000000000000e+00
1.000000000000000000e+00 8.709635899560832205e+19 -8.351328293652692247e-01 4.663514906933562965e-01 -2.916666666666666297e-01 5.097149341043141881e-26 2.000000000000000000e+00
1.000000000000000000e+00 4.786300923226380698e+19 -7.822256226239515664e-01 5.088935887644600031e-01 -3.593750000000000000e-01 7.335295795427688537e-14 2.000000000000000000e+00
1.000000000000000000e+00 9.120108393559115366e+19 -8.207714736826071666e-01 5.057445475374710009e-01 -2.656250000000000000e-01 8.594518759765369275e-29 2.000000000000000000e+00
1.000000000000000000e+00 4.168693834703363277e+19 -7.749801169168316628e-01 4.841144037142189882e-01 -4.062500000000000000e-01 1.844311545789473139e-09 2.000000000000000000e+00
1.000000000000000000e+00 1.148153621496879309e+19 -9.033080702769021864e-01 4.070587875989268301e-01 -1.354166666666666574e-01 1.062103715769283432e-02 2.000000000000000000e+00
1.000000000000000000e+00 5.495408738576225894e+19 -8.250064713517690773e-01 4.673603932280293027e-01 -3.177083333333333148e-01 2.439216803649249567e-18 2.000000000000000000e+00
1.000000000000000000e+00 1.096478196143182848e+19 -5.632183337427815184e-01 4.195145332335824540e-01 -7.118937174479167407e-01 1.264043465631031413e-02 4.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+19 -4.458681990395811368e-01 4.391842396677352323e-01 -7.799479166666667407e-01 1.789762366971651975e-02 2.000000000000000000e+00
1.000000000000000000e+00 1.995262314968882790e+19 -6.727405647605980699e-01 4.925689043993207727e-01 -5.520833333333332593e-01 1.235731763787556534e-04 2.000000000000000000e+00
1.000000000000000000e+00 1.819700858609990246e+19 -6.902623581419901067e-01 4.551171573696810579e-01 -5.625000000000000000e-01 3.408159298618915417e-04 2.000000000000000000e+00
