# massnumber, rigidity, px, py, pz, Nparticles, source_name
2.0 1.0446480654270204e+19 0.49707879101131947 -0.8293258600356962 0.2552083333333333 1.7286750509130654e-07 NGC4945
4.0 9.50473490801407e+18 0.4750735405782174 -0.202006330938548 0.8564453125 4.577596867455214e-07 background
4.0 7.210078757816529e+18 0.6170094794551423 -0.7152854581476505 0.328125 1.0604894230080031e-05 M83
4.0 4.344502071873423e+18 0.5563939352939532 -0.31942162252332695 -0.7670694986979167 0.00037411850084661976 NGC253
1.0 6.606934480075965e+19 0.6591643613002555 -0.7454593168346045 -0.09895833333333333 4.5900342151665673e-20 Circinus
3.0 1.6706241120909052e+19 0.6421505595996893 -0.6500796845816718 0.40625 3.061448541750056e-11 M83
1.0 1.1481536214968793e+20 0.6511764667366053 -0.7548944916631931 -0.078125 1.624192520700617e-65 Circinus
4.0 8.668421261313273e+18 0.586922273881255 -0.7062847985368788 0.3958333333333333 1.743666259769765e-06 M83
1.0 2.511886431509572e+19 0.19671318262930773 -0.004984878627882223 -0.9804484049479166 6.914833837763686e-16 NGC253
1.0 8.709635899560832e+19 0.6349149410513388 -0.764037746025677 -0.11458333333333333 5.606344282845803e-50 Circinus
4.0 4.76365179490813e+18 0.29473161882835847 -0.8237196927582922 0.484375 0.00024297106885151756 background
1.0 3.801893963205628e+19 0.6336151505919233 -0.6032517719123371 0.484375 6.9196012916352e-22 M83
1.0 1.7378008287493691e+19 0.39394394239376734 -0.9190016483261911 0.015625 1.2097391419157447e-06 NGC4945
4.0 1.0421734586758408e+19 0.5090825311982554 -0.8376538482477909 0.19791666666666666 1.710388384239593e-07 NGC4945
1.0 1.6595869074375563e+19 0.5986733145945125 -0.7480186399123413 0.2864583333333333 3.8692796351682283e-10 M83
1.0 3.6307805477010026e+19 0.5967463684838067 -0.5967463684838068 0.5364583333333333 5.25667439602131e-22 M83
1.0 3.162277660168379e+19 0.16288049866042106 -0.0539727192829739 -0.98516845703125 5.541542942437014e-19 NGC253
1.0 3.801893963205628e+19 0.061313250403834646 0.9979962648727282 0.015625 1.741275418102991e-22 background
3.0 3.654927320477276e+19 0.0879547204860522 -0.014944108076719852 -0.9960123697916666 1.0215873014710136e-21 NGC253
1.0 1.0964781961431828e+20 0.6173263372698987 -0.781101229555383 -0.09375 1.701612915663359e-85 Circinus
4.0 1.0421734586758408e+19 0.9710391504054903 -0.19315169622548922 0.140625 1.6544549249068115e-07 background
4.0 3.6135994268648197e+18 0.475140792933932 -0.8759547833339743 0.08333333333333333 0.0010819634977895 NGC4945
4.0 4.988155787422207e+18 -0.5079602201913876 0.8358071768807319 0.20833333333333331 0.00015212795402548063 background
3.0 1.4550527741338884e+19 0.18358689136477133 -0.014948992017639866 -0.9828898111979166 9.279230288424252e-10 NGC253
4.0 7.549879301005048e+18 0.5064522612829133 -0.8449645503903839 -0.171875 1.255277852232545e-05 Circinus
1.0 1.5135612484362073e+20 0.6324543063287591 -0.7706478020348907 -0.078125 5.47080696010288e-86 Circinus
3.0 1.4550527741338884e+19 0.6432857195526795 -0.635439461639329 0.4270833333333333 5.487912342871781e-10 M83
2.0 7.924465962305554e+19 0.6555186630836496 -0.7505670109354529 -0.08333333333333333 9.469437798608347e-45 Circinus
1.0 7.58577575029182e+19 -0.4756596349341413 0.8161384049714359 0.328125 1.0260841262215263e-42 background
3.0 2.0085319535811977e+19 0.6013143324801842 -0.63939063107733 0.47916666666666663 1.0377346641599414e-12 M83
4.0 4.5492521465249756e+18 0.7669960037819988 -0.5688430051933874 0.296875 0.00028507425061526434 M83
1.0 1.1481536214968793e+20 0.6146361783986994 -0.5924145567863193 0.5208333333333333 5.4670329438268605e-84 M83
4.0 3.4509606615072164e+18 0.530725706451929 -0.7438354401419045 0.40625 0.0013452733014524944 M83
1.0 2.511886431509572e+19 0.4641102669661132 -0.8556192488400036 0.22916666666666666 4.647126565222593e-16 NGC4945
4.0 6.575669979738426e+18 0.7101113241385703 -0.6201860980536852 0.3333333333333333 2.4881259433779602e-05 M83
3.0 9.180762344460582e+18 0.45913110722890244 -0.8849266132000789 -0.078125 8.408220599743121e-07 M83
1.0 2.3988329190194848e+19 0.6013143324801842 -0.63939063107733 0.47916666666666663 1.1202971479534049e-14 M83
1.0 7.94328234724279e+19 0.544332758445915 -0.8039288988906607 0.23958333333333331 1.6223106234053605e-56 NGC4945
1.0 7.244359600749891e+19 0.618619777963411 -0.6186197779634113 0.484375 5.0746240477920087e-42 M83
1.0 2.187761623949552e+19 0.5993013519436585 -0.6451367202557858 0.4739583333333333 1.4175956987558622e-13 M83
1.0 2.2908676527677702e+19 0.64110119496652 -0.6411011949665202 0.421875 1.7879066378049164e-13 M83
3.0 4.601280882009622e+18 0.5322877850197584 -0.7966249664570202 0.2864583333333333 0.0002539916044289623 M83
1.0 8.709635899560833e+18 0.4911539310737185 -0.3037793116609558 -0.8163859049479167 1.3428671319322393e-05 NGC253
1.0 8.709635899560832e+19 0.604317934842882 -0.6117799114192317 0.5104166666666666 4.756253346912845e-56 M83
3.0 3.4904284935029944e+19 0.06355980294433154 0.005002264977155301 -0.9979654947916666 6.601041056590457e-21 NGC253
1.0 1.445439770745928e+20 0.6626068205557759 -0.7401505664898107 -0.11458333333333333 7.026824541245165e-42 Circinus
1.0 1.0471285480508983e+20 0.5798735367693786 -0.5942833327786174 0.5572916666666666 5.966359426083175e-70 M83
1.0 6.918309709189362e+19 0.03149771882503148 0.004988748567602222 -0.9994913736979166 8.633325833624221e-39 NGC253
4.0 2.6178213701272463e+18 -0.9408805495611829 0.011546921148155755 -0.33854166666666663 0.0038527306757044624 background
4.0 4.148967268593891e+18 0.501998860889213 -0.7716276647716387 0.390625 0.0020468006816763643 M83
4.0 6.27971607877393e+18 0.5833136529727709 -0.30247850822684663 0.7538248697916667 3.602417453124367e-05 background
4.0 5.727169131919426e+18 0.5457408011586566 -0.8060084471267014 0.22916666666666666 5.577083215462208e-05 M83
1.0 3.467368504525309e+19 0.6067197102630382 -0.6531224445334389 0.453125 8.158607951552872e-21 M83
1.0 1.445439770745928e+20 0.6319016879832634 -0.7699744346325996 -0.08854166666666666 2.544749760793426e-81 Circinus
1.0 1.5135612484362072e+19 0.5201236704902573 -0.844107313868502 -0.13020833333333331 3.2041102811105125e-10 Circinus
1.0 6.309573444801944e+19 -0.023750458220391114 0.0377986377244038 -0.9990030924479166 5.4109284504852056e-37 NGC253
1.0 5.248074602497712e+19 0.5526826165841804 -0.8055692905783376 0.21354166666666666 1.1003102680974849e-29 NGC4945
3.0 7.6362255092259e+19 0.5457408011586566 -0.8060084471267014 0.22916666666666666 8.624274297155259e-44 NGC4945
4.0 6.885571758345436e+18 0.323620763927062 -0.12070430434998326 -0.9384562174479166 2.4918699882069808e-05 NGC253
3.0 1.0540925533894597e+19 0.5110184146156737 -0.8525827169833338 -0.109375 1.2370247077310732e-07 Circinus
3.0 1.1557895015084366e+20 0.6254912146718885 -0.7717715983958645 -0.11458333333333333 1.285488642516694e-66 Circinus
1.0 1.6595869074375563e+19 -0.9848823132760166 -0.08481299385493976 0.15104166666666666 2.0892080524502036e-10 background
2.0 7.924465962305554e+19 0.6584416525761883 -0.7446419942010646 -0.109375 9.469437798608347e-45 Circinus
1.0 1.0000000000000002e+20 0.032363206672904446 0.03943468143026638 -0.9986979166666666 7.916266792883076e-62 NGC253
1.0 1.3803842646028866e+20 0.5727959521899 -0.6242421282281946 0.53125 2.0912982208771767e-40 M83
4.0 1.0421734586758408e+19 0.21261047682112458 -0.08267969260485844 -0.9736328125 3.184645592329952e-07 NGC253
4.0 9.076951369252507e+19 0.5973631657339942 -0.635189269388647 0.4895833333333333 6.289135844153602e-51 M83
2.0 6.5912836927820505e+19 0.6298250507758039 -0.7674440448739429 -0.11979166666666666 2.095201026388894e-37 Circinus
2.0 8.297934537187782e+19 0.024048032032598185 0.04499070349548731 -0.9986979166666666 1.1376510077977212e-46 NGC253
3.0 1.831802912858742e+19 0.6388457662065216 -0.6467340843723107 0.41666666666666663 3.752882665999802e-12 M83
3.0 1.2102601825670009e+19 0.6013143324801842 -0.63939063107733 0.47916666666666663 2.000211826952344e-08 M83
3.0 2.772545903675558e+19 0.10180631460424093 -0.005001423523145672 -0.9947916666666666 3.7258893063842914e-17 NGC253
1.0 8.317637711026742e+18 0.553435549723353 -0.7858181027224423 0.27604166666666663 3.785724057424551e-06 M83
1.0 2.187761623949552e+19 0.582268964212864 -0.6750115463378967 0.453125 1.3272389669114032e-13 M83
2.0 9.09850429304995e+19 0.6284072734385843 -0.7753696206903417 -0.0625 3.9771630995799035e-51 Circinus
1.0 7.244359600749891e+19 0.0470080712230486 0.03291540582707756 -0.99835205078125 1.8846761074998434e-40 NGC253
1.0 2.187761623949552e+19 0.4639242281664121 -0.8809002486208065 -0.09375 1.2899282492162045e-13 NGC4945
1.0 1.2589254117941713e+20 -0.023750458220391114 0.0377986377244038 -0.9990030924479166 1.6927524796617236e-71 NGC253
1.0 4.365158322401665e+19 0.5238444253265583 -0.8272407463545832 0.203125 2.0972072043588123e-25 NGC4945
1.0 1.2589254117941713e+20 0.5983788040152133 -0.6132484539567328 0.515625 5.667047446830549e-80 M83
4.0 3.2956418463910257e+18 0.6587591535007938 -0.13460894304310622 -0.7402140299479167 0.001616950801918175 NGC253
1.0 2.511886431509572e+19 0.15256220754568903 0.004994369552166287 -0.98828125 3.973271400417074e-15 NGC253
4.0 1.9858205868106972e+18 0.3504183274030143 0.5914278027882595 0.7262369791666667 0.008408657232756002 background
4.0 3.005661086543545e+18 0.6073200595102499 -0.5999124804547372 0.5208333333333333 0.0023538343207913657 M83
4.0 3.962232981152777e+18 0.587962411090135 -0.7346357894056282 0.33854166666666663 0.0006335593460267077 M83
3.0 1.831802912858742e+19 0.631930004367288 -0.6397329283227177 0.4375 3.752882665999802e-12 M83
1.0 4.168693834703363e+19 0.6432857195526795 -0.635439461639329 0.4270833333333333 1.2620970393819376e-24 M83
1.0 3.019951720402019e+19 0.1722563320076564 -0.04443398063509718 -0.9840494791666666 2.3979919886795982e-17 NGC253
1.0 9.54992586021437e+19 0.6616876256756398 -0.7483129161004336 -0.046875 4.1508183385482425e-55 Circinus
1.0 2.7542287033381745e+19 0.5555906713975542 -0.7992506770375011 0.22916666666666666 4.3705909799362864e-17 NGC4945
1.0 8.709635899560832e+19 0.0685219136959953 0.014906029925232565 -0.9975382486979166 4.0705223839752374e-64 NGC253
4.0 4.76365179490813e+18 0.5595654625854946 -0.8264261873158918 -0.0625 0.00041744575697830086 NGC4945
1.0 9.120108393559116e+18 0.5087197073508032 -0.8606800982799214 -0.020833333333333332 0.00036396989186958476 Circinus
1.0 1.3803842646028866e+20 0.644243051576067 -0.7561888323812903 -0.11458333333333333 1.7890067598718588e-78 Circinus
3.0 9.613438343755373e+18 0.6679573281187204 -0.6679573281187207 0.328125 3.1573067007329464e-07 M83
4.0 2.741195490357957e+18 -0.3673262652873793 0.15745995380492192 0.9166666666666666 0.0032318883857417515 background
1.0 1.8197008586099902e+19 0.3363389507705491 -0.10202730528421929 -0.9361979166666666 2.0330072930146984e-11 NGC253
1.0 5.011872336272716e+19 -0.4887019805871792 0.8626796416403506 0.13020833333333331 7.366952121658667e-30 background
4.0 6.575669979738426e+18 0.6477521059777506 -0.6477521059777508 0.40104166666666663 3.873697015743066e-05 M83
3.0 8.372954771698573e+19 0.6542281296285558 -0.7490893537878358 -0.10416666666666666 3.531266923706956e-48 Circinus
4.0 5.997082297548712e+18 0.5274702477370179 -0.8443850278470414 -0.09375 4.257520124430821e-05 NGC4945
1.0 6.918309709189362e+19 0.06355980294433154 0.005002264977155301 -0.9979654947916666 1.5251442248530983e-40 NGC253
4.0 1.0421734586758408e+19 0.200068719852151 -0.034715216053057704 -0.9791666666666666 3.3539398633349963e-07 NGC253
1.0 1.0471285480508983e+20 0.6434279350306952 -0.7552320785176803 -0.125 1.012525758286805e-60 Circinus
1.0 1.0964781961431828e+19 0.599912480454737 -0.6073200595102503 0.5208333333333333 5.5592605269242535e-08 M83
4.0 6.27971607877393e+18 0.3476191143057355 -0.935187966649763 0.06770833333333333 2.8492468356505947e-05 NGC4945
1.0 8.317637711026742e+18 0.5819588787984603 -0.7846807121274623 0.21354166666666666 2.0268162009432683e-06 M83
14.0 1.4251873678349164e+18 0.17012273563491495 -0.9804414837633002 0.09895833333333333 0.014834540840949916 NGC4945
1.0 3.981071705534986e+19 0.5417584586874566 -0.8216685861685032 0.17708333333333331 3.3223922465571724e-23 NGC4945
1.0 2.2908676527677702e+19 0.6032517719123368 -0.6336151505919237 0.484375 8.179171352194589e-14 M83
1.0 3.019951720402019e+19 0.6113313171723822 -0.6662385811653128 0.4270833333333333 3.8057630692588e-18 M83
14.0 1.2997863275785644e+18 0.7143553422782314 -0.6885284634338299 0.125 0.01704315067505353 NGC4945
1.0 9.120108393559116e+18 0.5668766200555848 -0.7643446403498741 0.30729166666666663 1.295246813340908e-06 M83
1.0 7.58577575029182e+19 0.9164867117014912 -0.12447381466990022 -0.3802083333333333 1.4291473359094501e-42 background
3.0 1.3895646115677878e+19 0.19939394401316307 -0.0637393187211596 -0.97784423828125 1.199422844871806e-09 NGC253
1.0 1.905460717963252e+19 0.23858979771035835 -0.10151517771315499 -0.9657999674479166 1.217804929543294e-11 NGC253
1.0 6.309573444801944e+19 0.07502072662046862 0.014922550334619542 -0.9970703125 3.7387530605770214e-36 NGC253
2.0 1.1994164595097425e+20 0.5950717082985183 -0.6250233610939986 0.5052083333333333 4.860449477176027e-69 M83
4.0 1.142720474037188e+19 0.19919113260346424 -0.08250766862881243 -0.9764811197916666 3.376879506847479e-08 NGC253
4.0 3.147313529485428e+18 -0.955065828886422 -0.22063149265018162 -0.19791666666666666 0.0018790710589660783 background
1.0 9.549925860214368e+18 0.37202426921915505 -0.898146036280823 0.234375 1.3564679537237312e-06 NGC4945
3.0 1.9181331244571967e+19 0.6225654047944001 -0.6380360892051363 0.453125 1.3613474174784178e-12 M83
4.0 3.962232981152777e+18 0.6179162994315297 -0.301262837050504 -0.7262369791666667 0.002622888825063439 NGC253
14.0 4.303997043388281e+18 0.5490391546520804 -0.2531105171624459 -0.7965494791666667 0.0002688353204017971 NGC253
1.0 8.709635899560832e+19 0.5457408011586566 -0.8060084471267014 0.22916666666666666 3.732871795433959e-26 NGC4945
3.0 8.767559972984569e+18 0.26519666023811717 -0.08303828562806603 -0.9606119791666666 1.0432044668347045e-06 NGC253
4.0 2.6178213701272463e+18 0.46232172172626773 -0.8778574061999247 0.125 0.00744748715784029 NGC4945
3.0 1.0540925533894599e+20 0.004988748567602223 0.03149771882503148 -0.9994913736979166 2.769930715459659e-59 NGC253
1.0 2.187761623949552e+19 0.5798207140501214 -0.6805722586769385 0.44791666666666663 1.3272389669114032e-13 M83
1.0 3.801893963205628e+19 0.5500494938506192 -0.8232072422480731 0.140625 7.34658751811374e-22 NGC4945
4.0 7.210078757816529e+18 0.5538721722197182 -0.8289282847240833 -0.078125 1.9048443705874486e-05 NGC4945
1.0 7.244359600749891e+19 0.08270295956853935 -0.005002607417099079 -0.9965616861979166 1.393286957144134e-21 NGC253
4.0 7.905694150420948e+18 0.6626568046874726 -0.6626568046874728 0.3489583333333333 7.554173196480456e-06 M83
3.0 8.372954771698573e+19 0.6032517719123368 -0.6336151505919237 0.484375 2.671401162330403e-47 M83
1.0 2.187761623949552e+19 0.200068719852151 -0.034715216053057704 -0.9791666666666666 1.8484637504794012e-13 NGC253
4.0 2.6178213701272463e+18 0.433584168633409 -0.8883643304641577 -0.15104166666666666 0.0036787559153255416 NGC4945
1.0 5.011872336272716e+19 0.5079602201913875 -0.835807176880732 0.20833333333333331 3.4804886308993914e-29 NGC4945
4.0 5.727169131919426e+18 0.6404124627183067 -0.6893920637239952 0.33854166666666663 6.255158317650153e-05 M83
1.0 1.1481536214968793e+19 0.4734898904129832 -0.17519505834455135 -0.8631998697916667 2.944713000919145e-07 NGC253
2.0 4.158818855513337e+19 0.6132484539567321 -0.598378804015214 0.515625 2.195416209167146e-25 M83
1.0 1.3803842646028866e+19 0.6428901831361802 -0.6588659361373365 0.390625 8.927953116148434e-09 M83
1.0 1.3803842646028866e+19 0.6312670032943174 -0.7051431038737463 0.32291666666666663 1.4731981712721611e-05 M83
1.0 2.29086765276777e+20 0.5848274176647206 -0.6218597353394925 0.5208333333333333 5.817564996047015e-65 M83
4.0 4.344502071873423e+18 0.3729768890459128 -0.916308288255935 0.14583333333333331 0.0003596915872820138 NGC4945
1.0 5.75439937337159e+19 0.5954309155844778 -0.6409702677513447 0.484375 1.0231494521124953e-32 M83
1.0 9.120108393559116e+18 0.45446592134164315 -0.8892401546983696 -0.05208333333333333 2.5007294397705613e-06 NGC4945
1.0 1.202264434617418e+20 0.5483594742158397 -0.8098759838765129 0.20833333333333331 4.005686227484962e-67 NGC4945
1.0 1.0471285480508985e+19 -0.5883760294065604 0.004764119089877261 0.8085734049479167 4.4424058359068717e-07 background
1.0 5.75439937337159e+19 0.514756816629744 -0.8353974610908875 0.19270833333333331 6.159476351315937e-18 NGC4945
3.0 1.2672979877352094e+19 0.23251918971929275 -0.08286671650218928 -0.96905517578125 8.33302853296543e-09 NGC253
4.0 5.727169131919426e+18 0.5483594742158397 -0.8098759838765129 0.20833333333333331 5.653877412203704e-05 NGC4945
1.0 8.317637711026674e+19 0.6128152524518871 -0.7852501764572988 -0.08854166666666666 3.889890308368094e-48 Circinus
1.0 1.1481536214968793e+20 0.910066648715027 0.29446434495903734 -0.29166666666666663 5.777676211205482e-66 background
4.0 8.27827803706477e+18 0.2879819706420498 -0.11125264789145033 -0.9511515299479166 1.1328553513468369e-05 NGC253
4.0 3.2956418463910257e+18 0.5969332498176794 -0.7273652694435303 0.33854166666666663 0.0016000284887563374 M83
1.0 5.248074602497712e+19 -0.7541907520448079 0.6425407659588426 -0.13541666666666666 7.314556823214368e-31 background
2.0 1.5099758602010096e+19 -0.5182441769809797 -0.7553731227827273 -0.40104166666666663 3.021398286313398e-10 background
4.0 2.387481465053592e+18 0.1220365356994915 -0.9894460916742593 0.078125 0.004971622295618528 background
1.0 1.3182567385564101e+20 0.6476121581481842 -0.7507624674617177 -0.13020833333333331 4.0557883030155896e-76 Circinus
2.0 7.924465962305554e+19 0.6646799155446059 -0.7424662722488954 -0.08333333333333333 1.0437095944655406e-46 Circinus
2.0 1.3771143516690872e+19 0.5551277800551863 -0.8091332684267095 0.19270833333333331 1.8173121309399663e-09 NGC4945
4.0 3.783903121090518e+18 0.667397654216541 -0.11610052838077521 -0.735595703125 0.0008606310779235796 NGC253
1.0 6.606934480075965e+19 0.06994580865311713 -0.005002622967492503 -0.9975382486979166 9.929670552651342e-20 NGC253
4.0 4.988155787422207e+18 0.35730345090024196 -0.9262743657102904 -0.11979166666666666 0.00017879372091142282 M83
4.0 4.988155787422207e+18 0.6526473454566782 -0.7472793603923177 0.125 0.0001553241515587486 M83
1.0 2.6302679918953705e+19 -0.20844142251102668 0.5956913613876862 0.77569580078125 1.279419149034285e-16 background
1.0 2.187761623949552e+19 0.6550485913729467 -0.6160398468770657 0.4375 4.6826458804716146e-14 M83
3.0 1.5236272987162506e+20 0.014174508701127601 0.021213651405059677 -0.9996744791666666 1.0942315722240637e-84 NGC253
4.0 3.962232981152777e+18 0.6620296840224823 -0.1435815413523933 -0.735595703125 0.0005608316951192364 NGC253
1.0 1.0000000000000002e+20 0.5597697822942613 -0.794812021930491 0.234375 6.529059931180062e-85 NGC4945
1.0 6.309573444801944e+19 0.06355980294433154 0.005002264977155301 -0.9979654947916666 7.347064484578876e-36 NGC253
4.0 5.223240327135102e+18 0.6367644721788474 -0.7025613296370284 0.3177083333333333 0.00011654439045939949 M83
1.0 2.6302679918953705e+19 0.6808054696590718 -0.6094791628778548 0.40625 7.042480613884726e-09 M83
1.0 5.248074602497712e+19 -0.6488019060623611 0.7070746242016095 0.28125 5.122121785899014e-31 background
1.0 1.3182567385564101e+20 0.6117799114192315 -0.6043179348428822 0.5104166666666666 6.910090734392694e-76 M83
4.0 4.5492521465249756e+18 0.41869041365181786 -0.899485040184699 0.125 0.0005838080794198184 NGC4945
4.0 5.223240327135102e+18 0.6329374515872594 -0.7712365162357445 0.06770833333333333 0.00011654439045939949 M83
4.0 6.885571758345436e+18 0.26156632897084414 -0.07351152379674436 -0.9623819986979166 1.1627093304856113e-05 NGC253
4.0 2.6178213701272463e+18 0.6184713546830759 -0.7631100401884914 0.1875 0.011466439257258378 M83
2.0 2.285440948074376e+19 0.5086294093097704 -0.8254533081378678 0.24479166666666666 3.1923542736193393e-14 NGC4945
3.0 6.964320436180136e+19 0.558256607898769 -0.8030857874222294 0.20833333333333331 5.285939197804153e-40 NGC4945
1.0 8.317637711026742e+18 0.43939260939594793 -0.775636428478717 0.453125 1.004474786000894e-05 M83
1.0 3.019951720402019e+19 0.646788079576027 -0.7591760927746456 -0.07291666666666666 2.0876882571584717e-18 Circinus
1.0 2.511886431509572e+19 0.2280093421128115 -0.05422856855732742 -0.9721476236979166 2.494806666137376e-15 NGC253
1.0 1.0000000000000002e+20 0.6526473454566782 -0.7472793603923177 -0.125 7.340518071553046e-58 Circinus
1.0 3.6307805477010026e+19 0.6751750714257553 -0.7358165187831237 -0.05208333333333333 6.664653134927442e-22 Circinus
1.0 3.019951720402019e+19 0.5831560889520209 -0.6844871992361747 0.4375 3.8057630692588e-18 M83
1.0 3.6307805477010026e+19 0.6149533012614323 -0.6302348257051137 0.4739583333333333 2.100036805878959e-22 M83
1.0 1.1481536214968793e+20 0.5470828783017586 -0.8079905703466242 0.21875 4.47020257268129e-66 NGC4945
1.0 1.3803842646028866e+20 0.6591643613002555 -0.7454593168346045 -0.09895833333333333 4.068132672679924e-79 Circinus
1.0 1.1481536214968793e+20 0.6492541703897251 -0.7526660159769071 -0.109375 1.8882084341678017e-64 Circinus
1.0 1.5848931924611109e+19 0.28313268581279394 -0.06389701816318208 -0.9569498697916666 1.7957628777856136e-10 NGC253
3.0 2.9032119665202774e+19 0.5200959376328642 -0.8213212374173652 0.234375 3.4218489162326332e-18 NGC4945
1.0 2.3988329190194848e+19 0.5687954155381877 -0.8182464975899963 -0.08333333333333333 1.678000031330016e-14 Circinus
