# massnumber, rigidity, px, py, pz, Nparticles, x0, y0, z0
1.000000000000000000e+00 2.089296130854040781e+19 2.045498802367510527e-01 -4.449710277414442583e-02 -9.778442382812500000e-01 1.584769565875019425e-07 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
2.000000000000000000e+00 3.971641173621394637e+19 6.109817807422791569e-01 -6.261646133214441301e-01 4.843750000000000000e-01 3.802353394549592256e-24 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 3.162277660168379187e+19 1.208726259265859443e-01 4.999328788489286815e-03 -9.926554361979166297e-01 3.105524468070847677e-18 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
4.000000000000000000e+00 8.668421261313272832e+18 2.652093571686354734e-01 -1.018043339719013479e-01 -9.588012695312500000e-01 6.837433419843190127e-06 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
4.000000000000000000e+00 2.617821370127246336e+18 -1.827953573468019845e-16 -9.950915778278343060e-01 9.895833333333332871e-02 1.070271288892212826e-02 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000000e+00 8.709635899560832205e+19 6.013651822855041740e-01 -6.013651822855043960e-01 5.260416666666666297e-01 1.305942440792561628e-50 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 2.511886431509571994e+19 6.365200669791047927e-01 -6.523375232680330704e-01 4.114583333333333148e-01 5.299431621821923086e-15 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 1.148153621496879350e+20 6.565206574760155123e-01 -7.517142916742106662e-01 -6.250000000000000000e-02 1.167914690904163428e-63 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.000000000000000000e+00 1.380384264602886636e+20 2.841450264892595584e-02 1.447791223435463369e-02 -9.994913736979166297e-01 3.299323109919549514e-76 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 1.000000000000000000e+19 5.490391546520804189e-01 -2.531105171624459249e-01 -7.965494791666667407e-01 1.718856116400294077e-04 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
2.600000000000000000e+01 4.217223831319933952e+18 4.575494320537374926e-01 -7.741074003181356300e-01 4.375000000000000000e-01 2.944511192524290480e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
2.000000000000000000e+00 4.774962930107184742e+19 2.841450264892595584e-02 1.447791223435463369e-02 -9.994913736979166297e-01 9.073695841418994541e-29 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
4.000000000000000000e+00 5.727169131919425536e+18 6.509270732482248523e-01 -6.509270732482250743e-01 3.906250000000000000e-01 2.357269299923392544e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.000000000000000000e+00 1.389564611567787868e+20 6.369013965809134925e-01 -7.664281874962829422e-01 -8.333333333333332871e-02 1.790137186947114027e-78 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
3.000000000000000000e+00 6.351535726544174285e+19 6.166840107408119165e-01 -7.802884956554094753e-01 -1.041666666666666574e-01 1.318716593964518444e-37 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.000000000000000000e+00 1.995262314968882790e+19 6.032517719123368094e-01 -6.336151505919237481e-01 4.843750000000000000e-01 7.801396985600590695e-13 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 1.258925411794171331e+20 -4.977425539690182900e-03 2.502320798480027822e-02 -9.996744791666666297e-01 4.412330936695961902e-71 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
3.000000000000000000e+00 1.455052774133888451e+20 6.462586919232199412e-01 -7.585547169909658827e-01 -8.333333333333332871e-02 6.488258884818602773e-83 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
4.000000000000000000e+00 1.042173458675840819e+19 6.354394616393286288e-01 -6.432857195526798799e-01 4.270833333333333148e-01 4.015847208096680434e-07 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.000000000000000000e+00 1.267297987735209411e+20 5.983788040152132615e-01 -6.132484539567327753e-01 5.156250000000000000e-01 4.996008238957315046e-73 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.000000000000000000e+00 2.079409427756685568e+18 4.969317234335514644e-01 -8.526371261225860199e-01 1.614583333333333148e-01 1.532680916533725457e-02 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.000000000000000000e+00 8.668421261313272832e+18 2.385897977103583478e-01 -1.015151777131549915e-01 -9.657999674479166297e-01 5.796698824528382423e-06 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.400000000000000000e+01 1.081115177454433664e+18 -1.494444915206561142e-01 -9.665731044139158623e-01 -2.083333333333333148e-01 2.487538167312470030e-02 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.000000000000000000e+00 1.455052774133888410e+19 4.941001015004816144e-01 -8.477786196650058947e-01 1.927083333333333148e-01 1.999962841554078422e-09 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000000e+00 5.495408738576225894e+19 5.597697822942613310e-01 -7.948120219304910528e-01 2.343750000000000000e-01 5.797188589018344684e-32 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000000e+00 1.148153621496879309e+19 4.312670044846137474e-01 -8.836167263620335888e-01 1.822916666666666574e-01 8.180391551241978352e-05 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
4.000000000000000000e+00 3.783903121090518016e+18 5.291279130137823694e-01 -7.611824036784344827e-01 3.750000000000000000e-01 7.710363292430190332e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.000000000000000000e+00 8.668421261313274675e+19 5.513614986253941863e-01 -8.036436789797546387e-01 2.239583333333333148e-01 5.723854178534888709e-49 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
3.000000000000000000e+00 1.210260182567000965e+20 6.516739142505245663e-01 -7.554711715761376345e-01 -6.770833333333332871e-02 2.617489790308859273e-67 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
4.000000000000000000e+00 1.985820586810697216e+18 3.505609136166449313e-01 -8.463289120912065311e-01 4.010416666666666297e-01 8.514154524396378224e-03 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 2.089296130854040699e+20 5.470828783017586128e-01 -8.079905703466242484e-01 2.187500000000000000e-01 4.431778894983778639e-60 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
2.000000000000000000e+00 1.990535852767492915e+19 1.328152638261572427e-01 -1.496468623890215809e-02 -9.910278320312500000e-01 5.432208577061701551e-13 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 3.981071705534985830e+19 5.204073469877189551e-01 -8.330785936520058721e-01 1.875000000000000000e-01 8.129398086658122372e-13 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
3.000000000000000000e+00 8.767559972984568832e+18 2.894528033953094881e-01 -6.388827410059816359e-02 -9.550577799479166297e-01 9.333670786091760778e-07 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
4.000000000000000000e+00 1.091289580600416256e+19 1.772654937651845231e-01 -1.495216613061345345e-02 -9.840494791666666297e-01 1.490654067774530904e-07 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 3.162277660168379187e+19 5.028642751660974408e-01 -8.274222143269273078e-01 2.500000000000000000e-01 1.395057447337919896e-10 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
3.000000000000000000e+00 9.180762344460581274e+19 2.841450264892595584e-02 1.447791223435463369e-02 -9.994913736979166297e-01 4.446716993376597931e-53 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 1.047128548050898289e+20 6.144840138674162455e-01 -6.144840138674164676e-01 4.947916666666666297e-01 1.540141315518664205e-30 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.000000000000000000e+00 1.042173458675840819e+19 4.815289813981596390e-01 -8.500175272727457099e-01 2.135416666666666574e-01 6.575955316053465487e-07 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000000e+00 3.162277660168379187e+19 6.109847228608114023e-01 -6.417373229714682381e-01 4.635416666666666297e-01 1.380115009191070650e-10 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.000000000000000000e+00 1.103770404941969203e+19 6.397329283227173313e-01 -6.319300043672883005e-01 4.375000000000000000e-01 5.925739114395237727e-08 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 3.630780547701002650e+19 1.399002551475439227e-01 -4.996550284529596708e-03 -9.901529947916666297e-01 8.316000385973341840e-21 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+01 6.309573444801943552e+18 5.981045452674021989e-01 -7.379801507699743635e-01 3.125000000000000000e-01 4.053786101048453003e-05 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 1.000000000000000000e+19 5.500981633413485339e-01 -7.513128534399171610e-01 3.645833333333333148e-01 2.099033877064636669e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 1.445439770745927885e+19 4.880002293901014587e-01 -8.614408775361244164e-01 1.406250000000000000e-01 1.330573921610866058e-08 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000000e+00 3.630780547701002650e+19 5.709061384689302354e-01 -8.106244327609736233e-01 -1.302083333333333148e-01 7.170325760444131223e-12 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.000000000000000000e+00 7.585775750291819725e+19 5.893784386720484214e-01 -6.040244304874768932e-01 5.364583333333332593e-01 2.302753266501297232e-44 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 1.995262314968882790e+19 6.094791628778543080e-01 -6.808054696590721822e-01 4.062500000000000000e-01 4.478733140659524225e-12 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 3.311311214825907814e+19 5.546676400276069341e-01 -8.191925585569573842e-01 1.458333333333333148e-01 2.273821950308826545e-19 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
2.000000000000000000e+00 6.901921323014433178e+19 5.541572154520436611e-01 -7.971885642376752568e-01 2.395833333333333148e-01 2.761874816847239482e-39 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000000e+00 8.317637711026742272e+18 -4.994750323374140023e-03 3.793889531080439637e-02 -9.992675781250000000e-01 2.613222361166086152e-06 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 1.995262314968882790e+19 6.323069739498035080e-01 -6.245946255372344380e-01 4.583333333333333148e-01 4.478733140659524225e-12 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.000000000000000000e+00 8.767559972984568832e+18 6.137717994217001261e-01 -7.204227957411794003e-01 3.229166666666666297e-01 9.387216640577723374e-07 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.000000000000000000e+00 4.148967268593890816e+18 6.543846728016827763e-01 -6.624648617532782335e-01 3.645833333333333148e-01 3.259561589825036264e-03 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 9.549925860214369485e+19 6.526473454566782406e-01 -7.472793603923176819e-01 -1.250000000000000000e-01 1.206666281219693745e-74 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
2.000000000000000000e+00 1.044648065427020349e+20 5.983788040152132615e-01 -6.132484539567327753e-01 5.156250000000000000e-01 1.196563742718478312e-58 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.000000000000000000e+00 3.783903121090518016e+18 6.894627188276645224e-01 -1.335982574921938670e-01 -7.118937174479167407e-01 7.261680050470080763e-04 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 1.819700858609990246e+19 6.319300043672879674e-01 -6.397329283227176644e-01 4.375000000000000000e-01 5.768009436881923068e-11 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.000000000000000000e+00 5.727169131919425536e+18 6.048848876141758035e-01 -7.279004733649200309e-01 3.229166666666666297e-01 2.357269299923392544e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.000000000000000000e+00 7.636225509225901056e+18 4.223645052550321632e-01 -1.933735683402510175e-01 -8.855590820312500000e-01 5.619639347113300034e-06 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 3.467368504525309133e+19 6.109847228608114023e-01 -6.417373229714682381e-01 4.635416666666666297e-01 3.319314078741462026e-20 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.000000000000000000e+00 9.504734908014069760e+18 6.476703771972360801e-01 -6.972050732018608699e-01 3.072916666666666297e-01 1.480514188899896127e-06 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 1.584893192461110886e+19 5.914097044606725362e-01 -7.974236753865302507e-01 -1.197916666666666574e-01 1.408459400936025721e-09 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.000000000000000000e+00 1.318256738556410266e+19 4.582781925382315991e-01 -8.832827104091760528e-01 9.895833333333332871e-02 3.391325155438332663e-08 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000000e+00 2.089296130854040781e+19 5.635098843319044093e-01 -8.213507067776424364e-01 -8.854166666666665741e-02 1.862717696836933886e-12 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
4.000000000000000000e+00 2.500000000000000000e+18 8.506689034931090576e-02 -9.878306606381752619e-01 1.302083333333333148e-01 5.579346771055919418e-02 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
4.000000000000000000e+00 5.727169131919425536e+18 4.245267248728261111e-01 -8.835191299141786914e-01 1.979166666666666574e-01 3.552920462455711197e-04 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
3.000000000000000000e+00 7.636225509225901056e+18 4.135767336262697880e-01 -1.844917832780534617e-01 -8.915812174479166297e-01 6.137330415206053883e-06 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 1.318256738556410102e+20 5.541572154520436611e-01 -7.971885642376752568e-01 2.395833333333333148e-01 3.800916394663652895e-80 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
2.000000000000000000e+00 5.740768107484396749e+19 6.051129348242320072e-01 -6.278108758460840821e-01 4.895833333333333148e-01 2.123159475854647184e-33 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 7.585775750291819725e+19 7.502072662046861684e-02 1.492255033461954185e-02 -9.970703125000000000e-01 7.140051458571026243e-43 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
4.000000000000000000e+00 1.196575230806595174e+19 5.655231357680612359e-01 -8.135391258568624995e-01 -1.354166666666666574e-01 1.698968385685710021e-08 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
3.000000000000000000e+00 1.155789501508436623e+20 6.086034613299985407e-01 -6.161183545855007937e-01 5.000000000000000000e-01 1.219111770324206474e-65 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.000000000000000000e+00 1.042173458675840819e+19 6.397544166673175825e-01 -6.556522462036429300e-01 4.010416666666666297e-01 3.727431738658498472e-07 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.000000000000000000e+00 9.613438343755372954e+19 6.312794141017837868e-01 -7.692161917141353555e-01 -9.895833333333332871e-02 1.888627236078565267e-55 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
3.000000000000000000e+00 1.670624112090905190e+19 6.354394616393286288e-01 -6.432857195526798799e-01 4.270833333333333148e-01 5.835391602306661268e-11 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
2.000000000000000000e+00 8.297934537187781837e+19 1.417450870112760102e-02 2.121365140505967681e-02 -9.996744791666666297e-01 3.903500585270141447e-47 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 3.311311214825907814e+19 -4.988748567602212941e-03 3.149771882503148157e-02 -9.994913736979166297e-01 7.549420193445636434e-20 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 1.318256738556410102e+20 5.470828783017586128e-01 -8.079905703466242484e-01 2.187500000000000000e-01 4.868666232989678866e-78 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
4.000000000000000000e+00 8.278278037064769536e+18 2.913998330449847352e-01 -1.019652116120613738e-01 -9.511515299479166297e-01 2.894158689645196992e-06 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
3.000000000000000000e+00 4.196418039313904435e+19 6.199474965294999446e-02 1.488362256616268878e-02 -9.979654947916666297e-01 3.123431967925472500e-25 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 8.709635899560833024e+18 5.546576997644638851e-01 -8.301039097742821671e-01 -5.729166666666666435e-02 2.038099349654179732e-05 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 9.120108393559115366e+19 4.213592110506196586e-02 1.474399647745682808e-02 -9.990030924479166297e-01 2.259873907766701260e-52 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
3.000000000000000000e+00 2.772545903675557888e+19 6.063626052486146278e-01 -7.868894780579639425e-01 -1.145833333333333287e-01 2.750957795268844501e-17 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
3.000000000000000000e+00 7.292538746498506752e+18 6.329374515872594475e-01 -7.712365162357445181e-01 6.770833333333332871e-02 7.980908248235292582e-06 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.000000000000000000e+00 5.792669429164563661e+19 5.457408011586566410e-01 -8.060084471267013884e-01 2.291666666666666574e-01 1.116753917272514913e-33 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000000e+00 7.943282347242788864e+18 3.478463968304492671e-01 -9.357994171523239535e-01 -5.729166666666666435e-02 6.315517506972752283e-04 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
4.000000000000000000e+00 1.438599843342897562e+19 6.411011949665199605e-01 -6.411011949665201826e-01 4.218750000000000000e-01 1.197473095486441588e-09 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 1.000000000000000000e+19 4.692638288159013404e-01 -8.651201951293220338e-01 1.770833333333333148e-01 1.844253114950730566e-06 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
3.000000000000000000e+00 1.918133124457196749e+19 1.826440046887660429e-01 -5.410161896273014276e-02 -9.816894531250000000e-01 1.273072112047971801e-12 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
3.000000000000000000e+00 4.394189128521366733e+19 5.414580379439046798e-01 -8.103492198283976933e-01 2.239583333333333148e-01 3.923571759329403537e-26 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
4.000000000000000000e+00 7.549879301005047808e+18 2.894528033953094881e-01 -6.388827410059816359e-02 -9.550577799479166297e-01 7.056283955958897226e-06 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
4.000000000000000000e+00 1.252968084068178944e+19 5.054886960507622984e-01 -8.433569389225352708e-01 1.822916666666666574e-01 9.288736750870947688e-09 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000000e+00 4.168693834703363277e+19 6.226409472014705626e-01 -6.226409472014706736e-01 4.739583333333333148e-01 2.331685595750598526e-13 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 2.630267991895370547e+19 6.102715526666024903e-01 -6.569459365907642789e-01 4.427083333333333148e-01 1.826311333387586893e-15 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.000000000000000000e+00 7.996109730064949248e+18 6.207751562159979919e-01 -7.020443625742078808e-01 3.489583333333333148e-01 6.403949506075721796e-06 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 6.025595860743593165e+19 -1.480870500757089543e-02 4.881775805645387212e-02 -9.986979166666666297e-01 1.534091397395275532e-35 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
4.000000000000000000e+00 5.469404059873880064e+18 7.025613296370269989e-01 -6.367644721788489059e-01 3.177083333333333148e-01 7.751698041291574985e-05 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 1.202264434617418056e+20 5.667471883984220860e-01 -7.943211327558165058e-01 2.187500000000000000e-01 1.779997844181271185e-69 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
4.000000000000000000e+00 4.549252146524975616e+18 3.129618902559435090e-01 -9.473491631096999654e-01 6.770833333333332871e-02 3.237378522765595418e-04 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000000e+00 1.819700858609990246e+19 -1.464386698979964173e-02 3.535342229236199812e-02 -9.992675781250000000e-01 7.049396606123622001e-12 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
3.000000000000000000e+00 1.749358200832570778e+19 1.628804986604210636e-01 -5.397271928297389665e-02 -9.851684570312500000e-01 2.488654371908135311e-11 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
4.000000000000000000e+00 3.295641846391025664e+18 5.322877850197583749e-01 -7.966249664570201894e-01 2.864583333333333148e-01 3.115580129363483639e-03 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.000000000000000000e+00 3.962232981152777216e+18 4.008046660857310095e-01 -7.962621138914657282e-01 4.531250000000000000e-01 6.650017944440536448e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
2.000000000000000000e+00 1.315133995947685478e+20 6.467880795760270196e-01 -7.591760927746455945e-01 -7.291666666666665741e-02 8.611773447504962771e-76 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.000000000000000000e+00 1.258925411794171331e+20 6.520999958048049328e-01 -7.559651185087371550e-01 -5.729166666666666435e-02 3.229076970315962959e-72 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.000000000000000000e+00 2.511886431509571830e+20 6.506074895661239088e-01 -7.542348889996769445e-01 -8.854166666666665741e-02 9.427122700543465143e-72 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
4.000000000000000000e+00 1.142720474037187994e+19 4.815289813981596390e-01 -8.500175272727457099e-01 2.135416666666666574e-01 4.279689834521882247e-08 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000000e+00 1.148153621496879350e+20 3.535342229236199119e-02 1.464386698979965214e-02 -9.992675781250000000e-01 2.205506553739271621e-33 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
4.000000000000000000e+00 2.079409427756685568e+18 8.238971907614766055e-01 -4.339036899023819838e-01 -3.645833333333333148e-01 3.895177939181596050e-02 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 9.549925860214369485e+19 6.127715761322671817e-01 -6.203379362948870934e-01 4.895833333333333148e-01 4.644516720739375209e-54 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 2.884031503126611558e+19 5.716618262675648987e-01 -8.116974269921366503e-01 -1.197916666666666574e-01 1.580570125536912479e-16 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.000000000000000000e+00 3.630780547701002650e+19 6.565206574760155123e-01 -7.517142916742106662e-01 -6.250000000000000000e-02 6.110653168300794466e-22 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
4.000000000000000000e+00 5.469404059873878835e+19 6.161183545855005717e-01 -6.086034613299987628e-01 5.000000000000000000e-01 5.161654979466541442e-32 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 8.317637711026674074e+19 -1.447791223435463369e-02 2.841450264892595584e-02 -9.994913736979166297e-01 1.368498871884314304e-68 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 1.202264434617418056e+20 3.535342229236199119e-02 1.464386698979965214e-02 -9.992675781250000000e-01 1.461484744328627435e-66 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
2.000000000000000000e+00 1.093880811974776013e+19 4.970787910113194652e-01 -8.293258600356961940e-01 2.552083333333333148e-01 7.190293268345312081e-08 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
2.000000000000000000e+00 1.315133995947685478e+20 6.043179348428819875e-01 -6.117799114192317145e-01 5.104166666666666297e-01 1.961447595001300827e-73 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 1.445439770745927885e+19 5.513614986253941863e-01 -8.036436789797546387e-01 2.239583333333333148e-01 7.821136894621096752e-10 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
4.000000000000000000e+00 5.223240327135101952e+18 4.724073081655844608e-01 -8.709154158588741090e-01 -1.354166666666666574e-01 4.925669032103725418e-04 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.400000000000000000e+01 1.794204593935408640e+18 3.873905067310565720e-01 -9.037136402415004710e-01 -1.822916666666666574e-01 8.652991523952834746e-03 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.000000000000000000e+00 5.011872336272715776e+19 5.653568717249630726e-01 -7.923725427362134921e-01 2.291666666666666574e-01 3.527701359273347186e-29 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
4.000000000000000000e+00 3.147313529485428224e+18 3.233586119439988416e-01 -9.399342091107496522e-01 1.093750000000000000e-01 5.896859697623909116e-03 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
3.000000000000000000e+00 4.394189128521367552e+18 6.463321158517880693e-01 -1.440882553733990046e-01 -7.493286132812500000e-01 3.305451016859575200e-04 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+00 1.148153621496879350e+20 6.009969146318385746e-01 -6.235404626830647334e-01 5.000000000000000000e-01 3.879961759267603409e-64 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
