# rigidity, px, py, pz, Nparticles, x0, y0, z0
3.981071705534985830e+19 5.214305346252672280e-01 -8.347165330913025594e-01 1.770833333333333148e-01 9.522833917251389878e-23 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.000000000000000164e+20 5.611819262932583596e-01 -7.968171123490908059e-01 2.239583333333333148e-01 2.873151418892675568e-57 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.995262314968882790e+19 3.939439423937673435e-01 -9.190016483261911340e-01 1.562500000000000000e-02 3.978528408297578675e-12 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.733684252262654566e+19 5.417584586874566455e-01 -8.216685861685032455e-01 1.770833333333333148e-01 1.307432192814483353e-11 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.584893192461110886e+19 6.783247435196134711e-01 -6.379298828120580911e-01 3.645833333333333148e-01 6.112533491951812499e-10 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.622179800374945382e+19 5.551277800551862596e-01 -8.091332684267095177e-01 1.927083333333333148e-01 1.852333797489141658e-21 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
9.549925860214368256e+18 3.129618902559435090e-01 -9.473491631096999654e-01 6.770833333333332871e-02 1.334085369433989864e-06 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
8.297934537187781837e+19 6.406713458695305619e-01 -7.614115016504630074e-01 -9.895833333333332871e-02 2.071856822915126737e-48 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.445439770745927926e+20 6.102313249623274594e-01 -6.102313249623276814e-01 5.052083333333332593e-01 1.589259381002999231e-79 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.202264434617417933e+19 3.988776939333234517e-01 -8.851533266453461835e-01 2.395833333333333148e-01 1.173339334453171484e-07 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
7.244359600749890765e+19 6.051129348242320072e-01 -6.278108758460840821e-01 4.895833333333333148e-01 1.269030059097205828e-21 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
2.754228703338174464e+19 1.826440046887660429e-01 -5.410161896273014276e-02 -9.816894531250000000e-01 1.912971317419300661e-09 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
2.177408974890208256e+18 5.165306183711478871e-01 -8.499090691601516312e-01 -1.041666666666666574e-01 6.582165746501140481e-03 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
3.962232981152777216e+18 6.463321158517880693e-01 -1.440882553733990046e-01 -7.493286132812500000e-01 5.819986732795474774e-04 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
3.147313529485428224e+18 6.261646133214433529e-01 -6.109817807422799341e-01 4.843750000000000000e-01 7.472435822384748336e-03 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.258925411794171290e+19 4.135767336262697880e-01 -1.844917832780534617e-01 -8.915812174479166297e-01 3.171557563335690926e-05 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.380384264602886636e+20 3.035867196898785203e-02 2.329502832100474249e-02 -9.992675781250000000e-01 2.735924122758488967e-77 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.737800828749369139e+19 4.960451115288863067e-01 -8.511158744279739841e-01 -1.718750000000000000e-01 6.282866989786087443e-11 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.815390273850501325e+19 1.399002551475439227e-01 -4.996550284529596708e-03 -9.901529947916666297e-01 1.125236133713112904e-11 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
3.630780547701002650e+19 5.834971210827257782e-01 -8.072741064545919665e-01 -8.854166666666665741e-02 6.758688940002590459e-12 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.905460717963252122e+19 2.325191897192927515e-01 -8.286671650218928320e-02 -9.690551757812500000e-01 8.759303480815561185e-12 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
2.741195490357957018e+19 9.439695964832192643e-02 -1.495100962223733058e-02 -9.954223632812500000e-01 8.748949696950073878e-17 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.047128548050898534e+19 5.789030273861768272e-01 -7.417956759200439176e-01 3.385416666666666297e-01 1.482555427425374321e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.995262314968882790e+19 4.012144035224797234e-01 -9.051251912200326544e-01 1.406250000000000000e-01 7.707093542101044788e-12 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
6.065669528699967488e+18 5.490391546520804189e-01 -2.531105171624459249e-01 -7.965494791666667407e-01 3.478589684004780959e-05 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
8.709635899560832000e+18 5.185712735937128004e-01 -8.415879330966850036e-01 1.510416666666666574e-01 1.175156651504038784e-06 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
9.076951369252506624e+18 2.945182624212381861e-01 -9.257299918503300584e-02 -9.511515299479166297e-01 9.504878631135315980e-07 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
2.177408974890208256e+18 7.446419942010636950e-01 -6.584416525761892514e-01 1.093750000000000000e-01 6.925369054361361562e-03 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.584893192461110886e+19 3.524403595756209207e-01 -1.300221131670373509e-01 -9.267578125000000000e-01 4.805380074896499469e-10 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
8.767559972984568832e+18 6.783247435196134711e-01 -6.379298828120580911e-01 3.645833333333333148e-01 1.276391084708218671e-06 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
6.885571758345436160e+18 5.723536635907829906e-01 -8.126797605140716474e-01 1.093750000000000000e-01 1.649204648592034173e-05 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
6.309573444801943962e+19 5.526826165841803862e-01 -8.055692905783375934e-01 2.135416666666666574e-01 9.427114105485849864e-37 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.995262314968882790e+19 6.476703771972360801e-01 -6.972050732018608699e-01 3.072916666666666297e-01 2.505632243953558942e-07 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
2.630267991895370547e+19 1.592090482744347169e-01 -4.438284956365363965e-02 -9.862467447916666297e-01 6.020660896131138712e-16 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
6.279716078773929984e+18 6.343776316231830581e-01 -6.999278569046676335e-01 3.281250000000000000e-01 2.708043874891495769e-05 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.318256738556410266e+19 4.883721505448236355e-01 -8.498950733048049599e-01 1.979166666666666574e-01 2.776273728348001781e-08 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
5.011872336272715776e+19 5.042301644062402444e-01 -8.296696738411889482e-01 2.395833333333333148e-01 1.668163838374078138e-29 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
5.469404059873880064e+18 7.051004867724111058e-01 -6.390658300601990138e-01 3.072916666666666297e-01 7.785220694429389457e-05 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
5.469404059873880064e+18 6.048848876141758035e-01 -7.279004733649200309e-01 3.229166666666666297e-01 7.785220694429389457e-05 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
5.754399373371590246e+19 6.633713461380477128e-01 -7.410045631968471547e-01 -1.041666666666666574e-01 5.579106143386511818e-34 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.054092553389459661e+19 5.723536635907829906e-01 -8.126797605140716474e-01 1.093750000000000000e-01 1.472153235239036608e-07 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
6.901921323014433178e+19 6.013651822855041740e-01 -6.013651822855043960e-01 5.260416666666666297e-01 2.920864347300388623e-39 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.737800828749369139e+19 6.476703771972360801e-01 -6.972050732018608699e-01 3.072916666666666297e-01 2.000457966126677930e-11 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
6.309573444801943962e+19 6.127715761322671817e-01 -6.203379362948870934e-01 4.895833333333333148e-01 1.579378581818207332e-36 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.506838174858531328e+18 5.756129108432108676e-01 -8.173075360400320344e-01 -2.604166666666666435e-02 2.086231163563769377e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
6.575669979738426368e+18 6.302348257051129110e-01 -6.149533012614331051e-01 4.739583333333333148e-01 1.809407214933496150e-05 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
8.709635899560833024e+18 4.692638288159013404e-01 -8.651201951293220338e-01 1.770833333333333148e-01 1.151729003728862944e-06 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.445439770745927885e+19 6.404124627183066520e-01 -6.893920637239951965e-01 3.385416666666666297e-01 4.615416537963296938e-09 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.595433641075460301e+19 5.554971763861334955e-01 -8.204177066689394282e-01 1.354166666666666574e-01 9.195704434080058171e-11 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
2.398832919019484774e+19 1.936899009150913065e-01 -3.471523467568958521e-02 -9.804484049479166297e-01 8.704548907126400613e-15 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
5.011872336272715776e+19 6.091153612256475780e-01 -6.319634342859596909e-01 4.791666666666666297e-01 1.351048559813072305e-15 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.659586907437556326e+19 6.476703771972360801e-01 -6.972050732018608699e-01 3.072916666666666297e-01 2.395462534778925786e-10 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.659586907437556326e+19 6.390658300601974595e-01 -7.051004867724124381e-01 3.072916666666666297e-01 1.654723854352768867e-10 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
2.187761623949552026e+19 6.018783130525909852e-01 -7.910623272865212607e-01 -1.093750000000000000e-01 4.391766707742660030e-13 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
3.630780547701002650e+19 5.546676400276069341e-01 -8.191925585569573842e-01 1.458333333333333148e-01 2.003804372628224432e-21 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.047128548050898289e+20 6.516739142505245663e-01 -7.554711715761376345e-01 -6.770833333333332871e-02 1.745984744753427353e-60 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
3.962232981152777216e+18 6.791258535449392619e-01 -1.066204724137541360e-01 -7.262369791666667407e-01 5.819986732795474774e-04 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
2.398832919019484774e+19 6.217820419909647622e-01 -6.530781019052023240e-01 4.322916666666666297e-01 1.829382622227079527e-14 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
7.905694150420947968e+18 5.249234655038835795e-01 -8.403080874014495771e-01 1.354166666666666574e-01 4.356990920813778489e-06 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
2.884031503126611558e+19 1.826440046887660429e-01 -5.410161896273014276e-02 -9.816894531250000000e-01 4.819931177501461654e-17 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
4.365158322401665024e+19 6.226409472014705626e-01 -6.226409472014706736e-01 4.739583333333333148e-01 1.079655823252187723e-25 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
5.997082297548711936e+18 3.930523589785475114e-01 -1.575140665083687719e-01 -9.059244791666666297e-01 9.074599321610968467e-05 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
6.918309709189361664e+19 6.591643613002554636e-01 -7.454593168346045351e-01 -9.895833333333332871e-02 7.033221833410947203e-39 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
3.962232981152777216e+18 6.673976542165409587e-01 -1.161005283807752114e-01 -7.355957031250000000e-01 5.819986732795474774e-04 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000000e+19 6.619800645141888928e-01 -6.459288021521251144e-01 3.802083333333333148e-01 1.966685991067068390e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.005661086543544832e+18 6.409298246796903964e-01 -7.430157859022580302e-01 1.927083333333333148e-01 2.071904834781658142e-03 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
9.613438343755372544e+18 5.897882029952457028e-01 -7.009389825119308748e-01 4.010416666666666297e-01 4.373669498963719829e-07 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.962232981152777216e+18 6.515917969830052892e-01 -1.439218654977302558e-01 -7.447916666666667407e-01 5.819986732795474774e-04 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
3.783903121090518016e+18 5.612486513542319644e-01 -7.764931259302587652e-01 2.864583333333333148e-01 7.127710728634174039e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
8.278278037064769536e+18 2.325191897192927515e-01 -8.286671650218928320e-02 -9.690551757812500000e-01 2.544806323422923905e-06 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
3.162277660168379187e+19 6.308612402182003365e-01 -6.545250067638692659e-01 4.166666666666666297e-01 1.578127539175895166e-10 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.988155787422206976e+18 5.189396461221953416e-01 -7.976675217656745698e-01 3.072916666666666297e-01 1.471097227092861375e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.318256738556410102e+20 5.950717082985182982e-01 -6.250233610939985862e-01 5.052083333333332593e-01 1.074208716586825307e-87 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.202264434617418056e+20 6.144840138674162455e-01 -6.144840138674164676e-01 4.947916666666666297e-01 1.850917771656313055e-81 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.047128548050898289e+20 3.035867196898785203e-02 2.329502832100474249e-02 -9.992675781250000000e-01 1.833999223041270755e-59 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
2.884031503126611558e+19 6.331856233665634770e-01 -6.489202190846702356e-01 4.218750000000000000e-01 1.777358853918616982e-09 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.988155787422206976e+18 5.019988608892129722e-01 -7.716276647716386883e-01 3.906250000000000000e-01 1.611528104777670573e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.584893192461110886e+19 5.854638439051557119e-01 -7.502025853574629810e-01 3.072916666666666297e-01 3.544352944027665667e-06 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.295641846391025664e+18 4.712368665306109761e-01 -8.816221680627327473e-01 2.604166666666666435e-02 1.582552117389978037e-03 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.103770404941969203e+19 2.848894128261148517e-01 -1.019350618511192380e-01 -9.531250000000000000e-01 7.091344719286093308e-08 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
7.244359600749890765e+19 5.470828783017586128e-01 -8.079905703466242484e-01 2.187500000000000000e-01 2.842021080067809048e-48 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.584893192461110886e+19 6.319634342859583587e-01 -6.091153612256490213e-01 4.791666666666666297e-01 6.112533491951812499e-10 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
6.294627058970856653e+19 6.312794141017837868e-01 -7.692161917141353555e-01 -9.895833333333332871e-02 1.143272967514092818e-36 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
9.120108393559115366e+19 4.499070349548731779e-02 2.404803203259817460e-02 -9.986979166666666297e-01 8.433749692909692642e-53 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
2.630267991895370547e+19 6.432857195526795469e-01 -6.354394616393289619e-01 4.270833333333333148e-01 7.643460900808412818e-16 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
8.709635899560833024e+18 6.343776316231830581e-01 -6.999278569046676335e-01 3.281250000000000000e-01 4.468998015268501591e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.318256738556410102e+20 6.191497561912246983e-01 -5.967649502084014790e-01 5.104166666666666297e-01 9.403342463096818233e-39 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.445439770745927926e+20 5.907309824942055254e-01 -5.980251905594384798e-01 5.416666666666666297e-01 1.076024820917935771e-88 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.047128548050898289e+20 5.819217506353321356e-01 -6.112115286336906594e-01 5.364583333333332593e-01 1.798294893547522349e-60 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.786300923226380698e+19 6.226409472014705626e-01 -6.226409472014706736e-01 4.739583333333333148e-01 3.807715769688003389e-15 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.962232981152777216e+18 2.369721629973437493e-01 -9.712930382673308216e-01 2.083333333333333218e-02 6.063920867540064080e-04 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
8.278278037064769536e+18 4.164239118719385013e-01 -9.091556516269151400e-01 5.208333333333333044e-03 1.693432325966712145e-06 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
7.567806242181036442e+19 6.549095614095264972e-01 -7.498695912452921775e-01 -9.375000000000000000e-02 6.229396912039515804e-44 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
5.011872336272715776e+19 6.149533012614323280e-01 -6.302348257051136882e-01 4.739583333333333148e-01 1.854845588671473955e-28 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
8.709635899560833024e+18 5.429373658050661300e-01 -7.320662925877761129e-01 4.114583333333333148e-01 4.468998015268501591e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.380384264602886636e+20 6.132484539567321091e-01 -5.983788040152140386e-01 5.156250000000000000e-01 3.752359610225093424e-78 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.380384264602886636e+20 6.191497561912246983e-01 -5.967649502084014790e-01 5.104166666666666297e-01 3.752359610225093424e-78 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.445439770745927885e+19 5.249234655038835795e-01 -8.403080874014495771e-01 1.354166666666666574e-01 3.152089857516334186e-09 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.595433641075460301e+19 4.970787910113194652e-01 -8.293258600356961940e-01 2.552083333333333148e-01 9.424359168679468642e-11 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.047128548050898289e+20 6.176738527332824580e-01 -6.026968985984405558e-01 5.052083333333332593e-01 5.074732559986286367e-58 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.148967268593890816e+18 5.574542507711254258e-01 -7.712435347504869032e-01 3.072916666666666297e-01 5.402804149058630006e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.981071705534985830e+19 1.441913947208027236e-01 -2.486110789369115615e-02 -9.892374674479166297e-01 1.275952580590853077e-12 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.148153621496879309e+19 5.078353612542945150e-01 -8.591839127100321383e-01 -6.250000000000000000e-02 3.446706040163323794e-08 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
2.870384053742198272e+18 8.581589400905599296e-01 -4.188418172981859255e-01 -2.968750000000000000e-01 2.446369496877367697e-03 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.000000000000000164e+20 5.541572154520436611e-01 -7.971885642376752568e-01 2.395833333333333148e-01 7.514992407821555558e-56 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
4.549252146524975616e+18 4.333250143244906649e-01 -7.759896826093988231e-01 4.583333333333333148e-01 3.213672564569363364e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.005661086543544832e+18 6.249527296563464063e-01 -7.615071044120872434e-01 1.718750000000000000e-01 2.319900545426323638e-03 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.019951720402019123e+19 6.044777934511125217e-01 -6.587695021376569482e-01 4.479166666666666297e-01 6.662471670279127572e-18 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.630780547701002650e+19 5.214305346252672280e-01 -8.347165330913025594e-01 1.770833333333333148e-01 1.852333797489141658e-21 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
2.624037301248856064e+19 5.526826165841803862e-01 -8.055692905783375934e-01 2.135416666666666574e-01 1.176616577407353219e-16 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
8.317637711026742272e+18 5.019988608892129722e-01 -7.716276647716386883e-01 3.906250000000000000e-01 1.069292488756125918e-05 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.579908811623368192e+18 5.781691918475712066e-01 -7.696555665711006800e-01 2.708333333333333148e-01 8.124439811949855450e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.513561248436207206e+19 5.165306183711478871e-01 -8.499090691601516312e-01 -1.041666666666666574e-01 1.416884183584450473e-09 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.995262314968882790e+19 6.257406726609868741e-01 -7.076599430183793116e-01 3.281250000000000000e-01 3.627227450563520252e-12 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.819700858609990246e+19 5.214079955189130366e-01 -8.233932032385893329e-01 2.239583333333333148e-01 2.649600653119918223e-11 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
4.570881896148751974e+19 -1.447791223435463369e-02 2.841450264892595584e-02 -9.994913736979166297e-01 9.522804004782463136e-27 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
3.147313529485428224e+18 1.864242169323851450e-01 -9.682294322955532495e-01 1.666666666666666574e-01 1.717797821092080035e-03 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
2.511886431509571994e+19 5.670213782940269898e-01 -8.156944380586176324e-01 -1.145833333333333287e-01 2.752794580599170892e-15 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
1.148153621496879309e+19 4.724073081655844608e-01 -8.709154158588741090e-01 -1.354166666666666574e-01 3.093450255093133471e-07 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
3.019951720402019123e+19 6.225654047944001457e-01 -6.380360892051363253e-01 4.531250000000000000e-01 6.662471670279127572e-18 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
6.575669979738426368e+18 6.516816728859010643e-01 -6.761264191884780450e-01 3.437500000000000000e-01 1.809407214933496150e-05 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.148967268593890816e+18 5.756129108432108676e-01 -8.173075360400320344e-01 -2.604166666666666435e-02 9.914197602079385940e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.147313529485428224e+18 6.409298246796903964e-01 -7.430157859022580302e-01 1.927083333333333148e-01 1.915734690686488571e-03 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.442015751563305943e+20 5.999124804547369960e-01 -6.073200595102502541e-01 5.208333333333332593e-01 7.946296905014996153e-80 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
6.591283692782050509e+19 6.413028777019352811e-01 -7.621620512168693073e-01 -8.854166666666665741e-02 2.013415748559340366e-38 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
2.398832919019484774e+19 2.000687198521509946e-01 -3.471521605305770419e-02 -9.791666666666666297e-01 8.704548907126400613e-15 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.985820586810697216e+18 3.873905067310565720e-01 -9.037136402415004710e-01 -1.822916666666666574e-01 8.347945980272386546e-03 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
6.918309709189361664e+19 6.144840138674162455e-01 -6.144840138674164676e-01 4.947916666666666297e-01 4.131016010904168284e-40 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
1.737800828749369139e+19 6.257406726609868741e-01 -7.076599430183793116e-01 3.281250000000000000e-01 2.889358460550135004e-11 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
7.905694150420947968e+18 4.634488445035670479e-01 -8.420309773352744331e-01 2.760416666666666297e-01 3.936786466562365477e-06 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
3.019951720402019123e+19 1.623795572000227005e-01 -7.266018136047205922e-02 -9.840494791666666297e-01 8.262237633929973778e-19 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.438599843342897480e+20 6.363095938928193807e-01 -7.657160297525155146e-01 -9.375000000000000000e-02 3.975743350006994712e-82 2.770000000000000018e+00 -2.819999999999999840e+00 2.459999999999999964e+00
7.210078757816528896e+18 3.107913814944863184e-01 -1.020212056104347620e-01 -9.449869791666666297e-01 9.542648360618077402e-06 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
1.584893192461110804e+20 6.026968985984397786e-01 -6.176738527332832351e-01 5.052083333333332593e-01 9.814887051875780118e-87 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
8.317637711026742272e+18 5.397075530503756546e-01 -7.970979003459560674e-01 2.708333333333333148e-01 1.069292488756125918e-05 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
7.244359600749890765e+19 4.499070349548731779e-02 2.404803203259817460e-02 -9.986979166666666297e-01 1.744943512381940885e-41 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
3.467368504525309133e+19 5.204073469877189551e-01 -8.330785936520058721e-01 1.875000000000000000e-01 9.492918810819169773e-21 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
1.142720474037187994e+19 2.160145562967935307e-01 -7.332706111142908711e-02 -9.736328125000000000e-01 3.414997812381006243e-08 -3.339999999999999858e+00 1.250000000000000000e+00 -3.560000000000000053e+00
2.617821370127246336e+18 6.488716385201008796e-01 -6.649960300544119907e-01 3.697916666666666297e-01 3.895266217390813777e-03 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
3.962232981152777216e+18 5.781691918475712066e-01 -7.696555665711006800e-01 2.708333333333333148e-01 6.549301039494971957e-04 2.759999999999999787e+00 -3.149999999999999911e+00 -2.859999999999999876e+00
4.763651794908130304e+18 4.680022331863079033e-01 -8.755705947151555257e-01 -1.197916666666666574e-01 2.228804829008803690e-04 2.080000000000000071e+00 -2.959999999999999964e+00 8.529999999999999361e+00
